Father_A,Father_B_1,Father_B_2,Father_C,Mother_A,Mother_B_1,Mother_B_2,Mother_C,D21_A,D21_B_1,D21_B_2,D21_C,T21_A,T21_B_1,T21_B_2,T21_C
NM_017449,83,42,76,241,132,67,98,202,71,43,29,179,84,46,102,171
NM_001289974,0,0,4,18,1,1,0,15,8,6,1,9,1,0,6,13
NM_001242521,10,3,8,30,6,2,4,14,3,2,1,31,5,1,9,18
NM_015013,1413,709,1610,3297,2027,1059,1437,2142,1776,1064,1035,6569,2230,1166,2176,3078
NM_001142546,1764,951,1829,3611,2191,1191,1609,2196,1376,796,819,4501,2106,1079,2027,3018
NM_033631,1764,951,1829,3611,2190,1191,1607,2196,1376,796,819,4501,2106,1079,2027,3018
NR_110616,85,43,111,360,171,87,136,187,182,115,99,656,175,92,161,298
NM_001297622,2109,1065,2284,4049,2326,1235,1692,2558,2336,1358,1379,8794,2643,1332,2465,3254
NM_003196,17,8,24,103,18,7,19,32,14,10,6,153,42,20,33,67
NM_001143778,25,11,36,100,17,9,7,37,8,6,7,167,25,15,21,100
NR_110799,85,35,73,153,50,30,40,112,61,29,25,146,61,38,56,156
NM_001348075,51,31,53,142,73,37,48,119,60,43,36,402,104,56,82,216
NM_001199802,1252,618,1416,992,1327,672,1010,843,1357,797,775,1870,1518,826,1387,1339
NM_000975,1284,638,1457,1071,1381,703,1039,893,1384,811,802,2048,1550,844,1415,1412
NM_003198,912,475,1050,2402,1222,645,928,1324,848,486,489,4191,1308,709,1232,2467
NR_038280,610,306,689,1565,976,521,653,929,671,404,403,2409,1004,532,947,1590
NM_020362,207,101,259,569,299,148,201,375,307,178,186,1322,373,185,340,660
NM_007260,270,130,303,780,296,144,199,467,261,141,135,1171,406,208,336,1028
NM_001008216,235,128,263,878,353,207,270,439,243,143,154,1367,465,240,423,1007
NM_001166059,688,343,743,1945,775,404,560,1052,777,440,416,4647,1081,574,1070,2222
NM_000191,687,342,743,1939,775,404,560,1052,777,440,416,4637,1081,574,1070,2221
NM_000147,281,131,327,981,414,206,330,573,328,184,215,2231,542,283,568,1141
NM_001841,2463,1209,2634,5768,2337,1191,1784,2831,1549,888,889,5754,2360,1235,2235,3447
NM_017761,745,385,852,1696,856,445,645,1190,817,457,542,3548,1055,520,1029,1840
NR_034035,2565,1274,2782,6271,3385,1768,2510,3871,3035,1720,1729,11975,3126,1636,3094,5345
NM_152372,8,4,13,71,24,11,14,20,16,9,7,74,6,3,9,26
NM_021258,7,3,2,30,6,2,2,8,4,1,3,31,7,4,5,9
NM_170743,876,459,918,2201,707,362,528,1159,884,520,537,3954,808,400,820,2309
NR_027087,6,4,4,19,7,4,5,4,5,4,7,11,7,5,5,8
NM_001195010,68,34,61,267,204,109,158,133,56,27,31,363,139,72,139,304
NM_001199012,276,139,293,682,324,173,267,476,296,172,142,1097,334,168,288,746
NM_001322854,579,279,655,1482,626,333,462,665,609,365,349,2526,681,353,642,1285
NM_001330409,466,223,535,1207,486,256,360,524,501,304,275,2127,552,288,528,1060
NM_001322865,372,177,427,906,361,197,265,394,431,268,231,1675,440,236,422,833
NR_045407,12,5,13,34,11,5,10,11,11,7,7,82,6,5,6,14
NM_001251979,53,27,34,109,37,21,25,42,24,12,14,173,37,19,30,88
NM_001251984,48,26,30,97,37,21,25,39,23,12,12,168,35,17,30,83
NR_109781,11,4,5,19,4,2,3,7,5,3,0,15,7,6,13,4
NM_001010980,16,8,26,107,21,5,11,34,12,5,12,128,24,17,21,86
NR_159391,1494,766,1697,2788,1736,922,1139,1542,1391,769,761,4858,1891,1015,1761,2361
NM_013943,2181,1144,2386,4119,3187,1674,2320,3525,2346,1333,1414,7783,2783,1481,2696,4253
NM_001320672,8702,4372,9274,23335,11895,6164,8780,15520,8682,4896,4935,36127,15396,7925,15173,34858
NM_207170,302,140,374,637,355,191,277,324,342,207,193,1661,334,174,398,524
NM_001321772,2375,1159,2640,6504,3513,1838,2643,4159,2560,1449,1540,12018,4402,2331,4028,7414
NR_135786,594,290,701,1703,765,408,580,833,546,301,333,2993,827,430,767,1773
NM_001282867,690,335,742,1631,1126,581,893,1531,874,484,531,3421,1499,779,1394,2383
NM_014313,560,266,612,1435,655,364,517,779,535,333,290,2622,974,509,881,1264
NM_001330430,553,268,576,1211,766,403,625,961,556,314,399,2092,923,489,996,1480
NM_001282564,825,395,894,1829,712,388,527,935,885,517,461,2792,1706,860,1690,1486
NM_015627,167,82,183,524,157,83,123,334,154,77,87,691,181,93,179,670
NM_020379,142,69,149,347,77,36,39,92,154,94,95,587,54,30,82,264
NM_020451,140,77,133,413,120,71,92,261,170,87,103,795,144,74,145,450
NM_001099627,442,223,422,899,477,246,322,536,437,244,226,1517,413,200,443,996
NR_024498,217,112,208,510,276,137,170,318,233,130,121,873,246,123,286,570
NM_001099625,442,223,422,899,475,244,318,533,437,244,226,1516,413,200,443,988
NM_001287490,320,170,355,767,352,200,268,423,314,177,170,1122,379,218,353,695
NM_024037,246,132,282,642,304,171,235,363,265,158,150,937,315,179,293,577
NM_178422,274,130,273,664,299,141,227,345,215,129,108,969,387,203,415,772
NM_001145454,570,300,661,1266,700,357,472,848,632,383,347,2588,653,330,630,1693
NM_203399,244,127,283,401,265,144,180,238,241,155,123,734,231,123,240,425
NM_000437,256,135,248,639,328,187,231,311,298,159,165,1285,424,224,417,780
NM_004455,5,3,7,29,16,9,12,14,0,0,2,34,34,22,39,25
NM_001004434,3,2,6,26,2,2,2,14,4,1,1,14,5,1,4,18
NM_032588,6,4,12,33,2,1,1,5,2,2,1,25,3,3,3,35
NM_001243532,313,159,323,797,357,187,247,420,316,181,192,1400,409,214,413,834
NM_152835,301,152,315,764,351,184,236,397,307,177,185,1379,396,208,389,760
NM_024869,0,0,1,17,0,0,0,1,6,4,1,8,0,0,1,4
NM_001364669,2,2,4,6,2,2,3,3,14,8,2,15,0,0,3,4
NM_006314,13,8,24,40,24,15,20,36,19,10,14,105,50,29,40,64
NM_198137,12,6,12,38,11,3,12,6,15,9,9,36,14,10,6,17
NR_110698,2,1,4,9,3,0,0,3,3,2,4,5,6,5,3,15
NM_001281517,537,286,577,1329,717,374,612,904,607,342,345,2211,738,360,695,1520
NM_145345,656,341,669,1358,780,398,576,900,571,321,337,2257,868,446,795,1982
NM_001039775,336,164,343,1239,321,164,226,343,287,170,163,1363,553,288,472,1232
NM_001307925,2,2,6,14,6,2,2,5,4,3,1,23,2,2,0,19
NM_024674,34,14,32,66,34,14,22,47,24,9,14,80,23,12,16,75
NM_001243564,1327,677,1388,2834,1114,594,857,1588,1138,663,647,4414,1703,882,1601,3078
NR_125953,120,61,150,328,118,67,93,139,83,45,54,567,157,93,146,385
NM_005517,405,177,482,940,441,240,327,481,404,235,221,1742,454,231,389,1102
NM_002953,1996,1030,2173,4450,3073,1569,2277,2947,1912,1124,1018,5828,3658,1939,3461,5817
NM_006015,4987,2527,5500,11275,5894,3062,4352,6481,4574,2646,2634,16606,6599,3467,6030,10946
NM_017837,491,231,524,967,710,369,496,737,466,277,238,1452,632,330,571,1136
NM_032283,1124,589,1166,2666,1317,691,932,1628,915,526,551,3889,1593,826,1451,2987
NM_018066,759,393,834,1784,795,418,591,967,771,468,436,3357,1027,541,1011,1853
NM_022078,241,119,219,599,252,137,244,319,235,144,138,970,286,135,281,559
NM_006600,666,338,687,1048,772,397,537,692,601,343,326,1809,830,419,811,1341
NM_152365,129,68,122,254,144,80,118,175,112,61,72,338,123,63,132,270
NM_001013642,12,4,23,43,3,1,5,4,2,0,1,25,8,2,4,42
NM_052943,2,1,3,23,1,1,3,3,0,0,0,10,6,4,3,5
NR_046474,1177,614,1270,2376,1075,551,812,1284,872,483,494,3189,1422,745,1419,2581
NM_001276252,922,492,1013,2481,1207,640,871,1319,863,469,545,3941,1562,823,1419,2238
NM_032125,570,286,534,1272,682,337,516,713,547,316,322,2037,674,356,654,1460
NM_032872,196,101,211,565,163,90,129,291,236,124,140,766,299,175,272,651
NM_001297609,99,52,112,304,117,59,96,159,127,73,62,358,113,51,113,447
NM_003665,6,4,12,23,8,4,10,12,10,3,5,23,15,6,15,17
NM_207397,3,0,3,2,0,0,0,5,1,1,0,9,1,0,0,1
NM_005281,55,27,58,61,34,20,25,45,43,25,27,115,24,11,27,54
NM_006990,3746,1886,4133,8415,4940,2622,3858,5287,3510,1995,2070,14436,5671,3007,5469,7993
NM_001029882,896,434,926,2311,1452,748,1168,1499,616,341,341,2529,1901,978,1903,2570
NM_005248,2219,1092,2429,5913,2005,1040,1468,3100,1972,1111,1095,8883,4002,2072,3789,7328
NM_001042747,1640,816,1821,4393,1354,693,982,2252,1408,801,798,6354,2997,1556,2846,5275
NM_002038,220,103,241,394,197,106,139,214,160,97,106,365,399,210,349,472
NM_001143912,328,164,393,697,371,182,245,411,237,120,138,1041,430,218,454,647
NM_177424,1305,661,1438,2463,1588,843,1145,1567,1387,793,799,4634,2100,1111,1881,2507
NM_138558,477,238,516,1302,560,289,436,777,494,284,309,2575,642,339,648,1314
NM_001039477,1306,671,1375,3416,1451,779,1114,1706,1264,715,801,5449,2964,1561,2747,5761
NM_001105556,1305,671,1374,3416,1451,779,1114,1704,1264,715,801,5441,2960,1558,2741,5747
NM_001355129,629,336,664,1518,673,359,526,767,654,384,354,2631,962,523,907,1442
NM_001009568,20,11,37,139,38,17,24,47,18,15,12,90,44,21,45,80
NM_001304579,31,15,47,170,46,20,40,53,18,15,12,123,52,26,52,103
NM_018053,147,80,136,546,251,126,183,303,186,108,86,1064,217,125,209,669
NM_001282562,2176,1075,2507,6281,2893,1506,2102,3032,3352,1883,1970,13845,3305,1721,3257,5559
NM_001282560,1999,998,2344,5950,2637,1369,1943,2813,3119,1754,1823,13333,3073,1586,3043,5126
NM_001164721,661,329,711,2052,585,310,432,541,754,430,471,3740,334,173,321,1643
NM_014280,711,341,801,1560,704,396,665,752,655,396,400,2603,823,430,899,1226
NM_031459,379,173,416,1243,507,272,383,755,372,232,213,2115,587,317,565,1378
NM_017638,150,73,171,331,183,102,116,149,212,118,145,829,201,103,213,352
NM_001350159,1541,808,1632,3070,1766,894,1273,1948,1555,891,938,5068,1880,995,1774,2890
NR_002909,3681,1904,3837,5155,4229,2246,2947,4107,3625,2127,2067,9061,4154,2215,3880,6673
NR_030725,5370,2743,5715,8817,6470,3396,4619,7256,5270,3092,3029,14118,6296,3324,5931,11768
NR_003109,875,451,1019,2588,1063,567,818,1341,846,487,467,4432,1323,685,1350,2582
NR_146382,680,346,670,1342,690,355,487,1016,608,344,330,2179,768,398,802,1847
NM_152304,27,19,32,83,31,16,23,33,10,7,6,96,41,19,38,89
NM_001135218,730,367,798,1434,805,420,570,921,811,482,437,2231,1141,568,1155,1605
NR_146731,160,100,161,261,123,72,94,224,136,76,69,437,182,98,191,320
NM_001319674,685,348,789,1484,770,414,592,839,673,379,406,2413,1043,567,1005,1600
NM_001173128,1399,698,1520,2780,1645,846,1221,1843,1430,808,874,5116,1799,960,1658,2598
NM_000911,28,12,36,144,37,22,18,38,21,12,11,142,30,20,27,128
NM_203342,1681,858,1850,3725,1313,714,956,1232,2038,1204,1165,7460,2286,1170,2112,3495
NM_203343,1681,858,1850,3725,1313,714,956,1232,2038,1204,1165,7460,2286,1170,2112,3495
NM_001166006,975,487,1142,2249,742,392,516,751,1198,716,670,4497,1334,683,1249,1956
NM_001171868,38,16,38,189,30,14,40,47,56,31,14,344,64,38,42,240
NM_001003682,40,17,39,193,30,14,40,51,56,31,14,354,69,38,49,252
NM_005626,2402,1168,2539,4576,2826,1516,2129,2711,2595,1462,1485,7803,3282,1678,3157,4721
NR_146213,433,222,478,1028,508,256,380,723,448,253,229,1727,644,329,642,1308
NM_133177,28,14,43,102,24,9,19,26,24,14,23,137,55,31,42,114
NR_110758,14,9,12,35,2,1,5,13,1,1,3,23,7,1,9,30
NR_110790,1,1,1,14,0,0,0,3,1,0,1,0,0,0,0,6
NM_002379,160,78,155,661,155,85,84,260,178,101,112,1181,244,133,234,609
NR_034182,170,86,165,806,243,142,135,317,240,133,132,1483,326,177,313,740
NM_006762,4884,2427,5197,15450,3977,2087,3069,6419,4530,2554,2624,21018,5968,3125,5646,12169
NR_146732,2,1,3,28,4,2,7,7,2,1,1,26,8,3,2,13
NM_014654,38,19,45,125,0,0,0,26,33,16,16,153,63,42,42,109
NM_001020658,5157,2543,5775,10705,6391,3376,4828,6667,4935,2868,2894,17851,7279,3787,7089,10687
NM_024522,24,11,29,117,23,12,15,54,19,11,16,150,54,29,47,73
NM_004814,1111,574,1230,2173,1134,606,847,1229,1118,642,681,3507,1340,682,1247,2142
NM_001282572,1017,515,1050,2172,1044,568,759,1006,1034,635,661,3793,1398,720,1389,1865
NM_001320996,252,125,245,716,270,145,181,386,248,137,141,1408,412,205,364,936
NM_001199038,157,75,187,705,27,13,19,37,37,21,18,69,89,42,92,293
NM_001199037,157,75,187,705,27,13,19,37,37,21,18,69,89,42,92,293
NR_034112,150,80,147,205,19,11,10,12,16,10,9,18,90,48,88,97
NR_027085,90,46,100,212,11,3,8,20,9,7,3,48,43,16,40,119
NM_001204414,7,4,7,20,6,5,4,4,1,0,0,23,4,4,4,17
NM_001525,264,142,300,623,293,141,200,396,173,94,95,616,312,173,286,770
NM_001359651,494,247,507,1025,432,230,358,489,389,222,235,1600,636,309,592,1147
NR_033686,500,251,514,1035,434,230,361,496,389,222,235,1613,640,309,599,1152
NM_001856,272,146,280,756,112,57,74,89,120,78,54,358,191,95,154,301
NM_001364857,37,17,38,123,71,32,58,69,26,15,14,128,161,82,129,146
NM_001294336,37,17,38,122,71,32,58,69,26,15,14,128,161,82,129,146
NM_001281987,4,2,5,24,7,4,7,13,4,4,0,36,18,9,14,13
NM_001195100,1706,864,1972,3958,3429,1838,2543,3983,2011,1133,1213,9560,3020,1575,2992,4333
NR_073498,1327,684,1438,2460,1653,867,1262,1690,1275,735,749,4297,1771,962,1777,2349
NM_001319677,460,237,511,1016,487,274,382,700,413,236,238,2042,642,323,644,1060
NM_018056,438,226,484,941,437,242,337,636,383,222,228,1972,618,308,611,970
NM_012316,1368,674,1465,2580,1547,802,1106,1552,1217,699,612,4251,1765,919,1657,2564
NM_175852,1297,628,1450,2648,1462,751,1005,1568,1295,738,690,3927,1682,896,1537,3107
NM_024296,258,131,265,747,301,146,223,422,289,173,175,1078,370,188,400,813
NM_001301011,243,123,244,706,290,138,211,408,268,158,167,1030,350,178,390,779
NM_001160042,296,151,308,836,404,228,245,492,271,154,151,1245,439,222,431,1162
NM_001099434,183,99,221,714,244,120,198,325,194,114,118,869,306,153,273,806
NR_133635,128,72,138,294,107,57,100,137,120,77,81,578,179,95,157,356
NM_001366191,104,60,90,247,62,32,65,105,79,55,55,448,135,70,122,278
NM_003757,469,239,486,823,448,234,338,474,386,214,250,1536,624,322,545,879
NR_026850,377,198,428,762,434,219,296,497,396,233,244,1006,471,249,474,582
NM_005356,1053,520,1204,2684,1008,509,720,1385,1345,765,796,4496,1196,653,1068,2081
NM_001042771,244,128,314,727,249,135,166,360,335,174,206,1141,288,158,238,515
NM_004964,1784,877,1959,4559,2312,1178,1784,2334,1747,1000,1006,7095,2386,1227,2310,3864
NM_001143888,1146,565,1217,2565,1041,544,721,1222,969,560,611,4347,1434,743,1389,2474
NM_001145720,10,4,10,68,15,6,6,20,7,4,4,124,16,12,35,49
NM_001291496,157,75,165,507,345,188,258,426,289,169,179,1290,304,161,257,803
NR_158780,1176,582,1246,2791,1327,679,1103,1503,1115,611,680,4591,1752,918,1758,2488
NM_001135255,1752,895,1808,3461,2084,1059,1626,2310,1900,1096,1112,6591,2279,1178,2089,3454
NM_030786,630,329,726,1517,851,456,627,1069,694,402,419,2622,947,497,818,1688
NM_020888,580,272,600,1559,567,300,400,864,487,270,257,2480,655,331,650,1803
NM_003680,2175,1108,2328,4018,1911,1006,1398,2139,1903,1095,1106,7606,2414,1265,2337,4170
NM_001256121,1806,927,2032,3679,1942,991,1498,2010,1920,1104,1100,6078,2258,1209,2205,3646
NM_022753,1799,922,2026,3676,1936,987,1497,2000,1920,1104,1099,6067,2254,1207,2203,3635
NM_001171941,298,152,289,846,366,190,252,454,285,179,170,1003,332,168,342,1103
NM_002143,8,4,15,31,14,6,5,11,5,3,2,55,9,4,18,57
NM_001329723,6,3,10,9,5,2,4,9,0,0,3,9,3,1,2,21
NM_001127361,467,233,557,1220,919,476,637,1149,449,260,265,2249,841,442,911,1668
NM_013411,1421,728,1480,2829,1525,804,1156,1581,1569,898,912,4918,1865,974,1817,2976
NM_001319140,1203,622,1245,2457,1293,669,993,1365,1355,769,773,4272,1609,838,1530,2616
NM_001293562,72,34,77,194,90,48,76,90,95,51,41,365,138,69,155,253
NM_001301826,20,9,6,44,51,26,44,23,22,14,11,101,36,15,37,47
NM_018207,322,171,332,823,300,143,205,437,405,231,254,1427,561,310,505,1235
NM_001330483,278,146,288,762,257,118,177,377,378,216,231,1245,503,286,464,1120
NM_152493,464,236,486,934,705,364,532,903,501,285,294,2143,503,257,473,1373
NM_001080438,95,45,109,178,154,80,127,204,73,34,52,300,121,67,99,325
NM_001330488,528,271,522,1476,790,429,592,1123,519,298,274,2792,984,495,896,1818
NM_004427,459,237,454,1274,700,376,532,1000,451,264,248,2427,749,365,695,1480
NR_125978,53,29,59,129,74,48,50,81,54,27,22,239,167,96,154,212
NM_145238,263,131,265,647,258,136,210,379,268,145,140,906,402,218,343,625
NM_052896,110,60,133,624,109,54,91,148,89,54,56,497,149,76,181,315
NM_145205,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,3
NR_038372,1,1,1,5,0,0,0,1,0,0,0,4,0,0,0,0
NM_032884,2,2,3,24,8,4,9,7,0,0,0,27,3,1,2,20
NM_005268,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,2
NM_024009,12,4,3,14,2,2,1,4,2,1,2,12,7,4,3,9
NM_138428,504,258,536,1075,399,218,281,614,418,231,262,1707,538,269,530,1204
NM_001080418,102,57,77,354,108,65,86,175,63,36,38,343,114,52,118,353
NR_037869,117,55,139,325,110,61,90,180,109,62,63,394,211,122,192,400
NM_001195156,184,100,218,522,191,106,156,270,230,105,102,868,288,154,261,639
NM_007167,826,414,980,1786,822,434,658,840,806,460,473,2725,1182,597,1212,1551
NM_001289088,96,45,111,355,129,58,92,180,118,74,63,811,203,93,213,375
NR_136702,4423,2268,4944,8007,5666,2911,4358,4650,4567,2620,2740,15229,5513,2894,5167,7750
NM_001350138,2752,1368,2981,5043,3149,1715,2420,3184,2831,1666,1611,9082,3487,1831,3347,4516
NR_046659,182,89,215,259,185,98,127,171,181,111,86,510,244,126,231,253
NM_024874,2727,1361,2879,5195,2829,1453,2028,2887,2615,1500,1598,8487,3854,1948,3635,4922
NM_001014841,193,94,196,554,183,102,132,252,160,81,93,765,262,140,270,537
NM_178548,203,104,262,481,179,95,136,242,161,106,88,551,326,182,278,522
NM_001199779,957,480,1110,2327,989,507,735,1275,1018,573,576,3558,1360,684,1282,1841
NM_001348691,64,26,67,131,72,33,43,40,50,32,22,178,54,26,53,125
NM_152374,118,48,143,257,152,78,102,154,114,70,49,376,142,75,140,329
NM_001330490,445,220,490,809,459,238,327,565,480,271,283,943,557,297,490,1102
NR_146062,468,253,458,1057,456,232,330,646,624,372,344,2004,464,239,415,1000
NM_001317123,775,385,841,1631,757,365,531,878,809,485,496,3070,1087,589,1062,1616
NM_012199,1081,536,1194,2231,1144,573,796,1271,1157,684,702,4504,1592,854,1555,2345
NM_177422,2102,1071,2401,4642,1705,909,1322,2287,2283,1298,1304,8285,2351,1223,2288,3439
NM_014466,16,8,30,63,11,6,15,19,24,15,24,69,13,8,15,62
NM_017825,232,126,280,754,293,148,189,315,319,193,154,1734,389,196,381,906
NM_005202,142,69,149,514,214,110,162,251,152,92,80,641,315,158,298,712
NM_001270895,398,179,403,959,421,231,337,523,446,240,226,1807,536,279,519,1044
NM_001270896,208,103,208,551,205,111,176,225,261,136,132,1049,268,137,265,507
NM_018067,800,416,893,1643,1025,559,709,1263,638,370,354,2580,1064,574,1088,2279
NM_001321471,3008,1526,3236,5963,3350,1761,2450,3481,2992,1712,1763,10298,4073,2119,3965,5803
NM_001162530,463,228,499,1908,689,352,463,1004,620,348,330,3025,1023,523,999,2096
NM_001282546,1198,579,1252,2901,1313,687,955,1663,1163,666,657,3960,1512,784,1579,3254
NM_032881,90,46,115,359,123,72,99,165,122,71,54,611,156,68,147,511
NM_001330493,89,40,108,265,133,57,105,151,281,154,120,1287,129,75,125,725
NM_206837,62,29,70,182,90,39,68,112,195,113,84,940,99,57,100,461
NM_031280,221,114,209,512,267,137,169,255,195,100,127,777,266,137,261,549
NM_156039,35,17,48,147,52,21,37,38,30,19,18,139,32,24,42,61
NM_000831,41,24,41,185,35,16,23,31,21,10,8,124,26,15,24,81
NR_038842,89,48,94,217,112,61,75,107,114,80,72,379,152,76,147,206
NM_025079,1235,619,1242,3906,1242,643,894,2110,1138,652,659,5810,2040,1073,1900,4719
NM_022756,336,175,327,707,326,170,259,381,401,233,220,1533,370,187,371,633
NM_024700,593,296,633,1376,708,387,508,706,595,360,362,2827,839,447,776,1063
NM_003462,245,124,253,497,167,95,145,327,220,117,98,809,239,120,206,592
NM_001323623,825,382,938,1467,701,375,571,943,823,447,457,2770,1129,593,1070,1392
NM_013285,825,382,938,1467,701,375,571,942,823,447,457,2769,1129,593,1070,1392
NM_001242909,4,3,4,10,1,0,3,8,7,3,0,28,6,5,8,22
NM_001350762,212,102,242,527,185,97,149,259,224,113,140,934,248,120,251,482
NM_018101,349,163,393,789,396,203,245,347,361,200,177,1269,443,243,416,866
NM_001099439,18,10,26,73,6,4,7,16,29,16,13,57,26,12,14,81
NM_173641,0,0,0,5,1,1,0,3,0,0,0,4,0,0,0,8
NM_001113482,213,105,204,476,281,144,188,320,184,98,113,789,249,154,209,637
NM_024640,276,131,285,715,312,157,220,350,341,175,195,1584,317,162,330,830
NM_005955,902,439,985,1892,1006,534,742,1269,926,541,543,3021,1123,563,1082,2124
NM_001365824,2271,1103,2541,5003,2647,1399,2051,2600,2523,1440,1509,9158,3091,1552,3020,5002
NM_001320830,882,441,1039,1789,833,444,682,1030,753,431,493,3128,1022,520,1012,1751
NM_004468,142,67,140,362,191,115,152,181,65,34,38,399,275,147,299,462
NM_016037,206,101,205,364,222,118,161,230,201,122,131,894,275,150,240,363
NR_038928,4,2,4,2,0,0,2,0,0,0,0,0,0,0,0,0
NM_001271851,331,160,332,1024,447,219,300,516,409,220,220,2020,536,254,507,873
NR_037633,329,174,343,995,389,208,280,458,352,203,184,1354,404,215,382,865
NM_012333,190,97,211,682,224,115,168,272,227,136,121,975,260,139,237,511
NM_030772,83,41,76,181,86,49,47,97,58,31,28,196,54,27,63,172
NM_017821,145,80,160,296,156,90,124,157,84,42,47,391,165,83,167,308
NM_001136275,843,408,979,1444,1057,569,834,950,715,408,407,2362,1092,565,1100,1379
NM_024595,843,408,979,1444,1057,569,834,950,715,408,407,2362,1092,565,1100,1374
NM_001184979,125,67,154,307,360,203,267,390,206,129,110,985,296,143,301,475
NM_004552,125,67,153,307,360,203,267,387,206,129,108,982,294,141,301,464
NM_012090,7446,3755,7867,12869,8306,4380,6198,9658,7381,4330,4151,18879,12484,6594,11990,15606
NM_015038,134,71,153,398,192,101,151,252,130,76,79,472,332,172,367,420
NM_181809,393,199,436,1004,279,155,202,291,253,144,131,1274,455,236,433,1024
NR_144355,728,345,711,1402,442,224,324,471,610,327,350,2085,863,430,900,1262
NM_001135653,1175,576,1269,2320,1168,575,858,1112,1341,749,841,5533,1425,745,1371,2661
NR_125979,679,336,728,1103,725,367,516,482,804,452,499,2641,708,350,688,1239
NM_014571,11,7,6,36,9,4,12,17,4,2,1,29,22,9,27,26
NM_032526,10,3,21,66,5,3,12,11,11,4,8,96,31,17,34,89
NM_001282396,2,2,6,33,5,1,3,11,9,4,4,46,2,0,3,11
NR_036543,403,195,381,856,337,188,271,480,358,212,217,1552,502,266,470,885
NM_001720,509,250,519,1213,329,190,247,410,334,199,199,1418,399,198,388,1273
NM_017646,1212,608,1341,2373,1346,692,996,1507,1198,660,645,4188,1386,709,1457,2236
NR_132405,1105,560,1211,2162,1240,642,919,1361,1124,620,603,3853,1271,652,1351,2022
NM_001033082,42,27,55,194,82,36,61,126,46,30,34,308,90,39,89,164
NM_001287808,760,379,779,1724,822,411,598,894,594,345,320,1640,1016,493,983,1457
NM_001349821,758,378,775,1720,822,411,598,894,594,345,320,1640,1016,493,983,1457
NM_001350480,2002,1019,2193,3774,2328,1218,1786,2579,1914,1123,1123,6009,2417,1241,2363,4329
NM_001350477,1961,994,2156,3716,2290,1196,1745,2513,1880,1105,1104,5879,2368,1213,2283,4222
NM_001142604,1173,615,1231,2183,1197,615,855,1408,949,539,542,3014,1181,626,1067,2577
NM_000310,974,505,1018,1894,1044,539,737,1252,817,463,468,2681,1011,539,895,2212
NM_012421,2885,1448,3101,7795,3577,1868,2846,3857,3191,1867,1728,14411,5166,2798,4797,6953
NM_001008740,17,7,10,18,12,4,6,15,4,2,1,38,13,11,15,25
NM_005857,557,292,635,1042,639,337,460,678,602,348,361,1724,661,366,648,944
NM_001852,398,193,388,938,462,249,315,570,439,255,217,1571,476,252,457,1464
NM_022733,4853,2438,5333,10155,5034,2692,3875,6059,6245,3623,3585,22080,6729,3574,6498,11176
NM_001198978,4796,2414,5264,9960,4961,2658,3835,5898,6180,3587,3546,21701,6598,3513,6357,10700
NM_001369565,198,99,232,527,321,185,274,444,310,170,185,1136,252,139,199,454
NM_001320178,337,163,373,730,301,157,214,364,325,200,179,1103,318,152,336,413
NM_001346948,131,65,147,339,151,91,119,155,158,99,80,606,124,69,119,340
NM_152373,160,75,158,278,112,51,86,182,138,76,92,464,135,75,137,296
