Eli__repA_counts.bed,Eli__repB_counts.bed,Eli__repBss_counts.bed,Eli__repC_counts.bed,Elizabeth__repA_counts.bed,Elizabeth__repB_counts.bed,Elizabeth__repBss_counts.bed,Elizabeth__repC_counts.bed,Eric__repA_counts.bed,Eric__repB_counts.bed,Eric__repBss_counts.bed,Eric__repC_counts.bed,Ethan__repA_counts.bed,Ethan__repB_counts.bed,Ethan__repBss_counts.bed,Ethan__repC_counts.bed
NM_001277171,0,0,0,0,0,0,0,0,7,4,0,2,1,1,0,0
NM_001370180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001039580,3,2,0,8,0,0,0,8,0,0,3,10,2,2,3,15
NR_125937,0,0,2,4,10,5,6,3,0,0,1,9,9,5,11,1
NM_001130687,18,7,13,33,41,21,27,46,0,0,1,9,15,6,22,96
NM_001130682,19,8,16,47,50,26,31,61,0,0,1,13,25,7,28,119
NM_001291955,5,2,7,18,32,20,19,18,0,0,0,0,10,8,10,76
NM_005651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_036641,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
NM_001166061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001083619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_026992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001031700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_147407,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NM_018342,2,0,1,9,7,4,18,9,22,12,11,46,31,15,33,28
NM_001363776,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
NR_045584,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
NR_077235,23,10,28,23,18,11,11,34,9,7,3,43,37,18,28,39
NM_001281737,23,11,29,27,14,8,10,35,10,8,5,43,34,16,26,42
NM_004453,18,13,20,33,14,8,13,23,17,11,8,63,56,31,46,45
NM_005038,63,26,57,91,71,40,54,116,72,41,38,128,111,56,112,123
NM_020840,12,5,11,4,16,4,4,0,3,3,4,2,25,13,18,21
NM_152543,0,0,0,1,0,0,0,2,1,1,0,1,2,0,2,1
NM_001351724,85,49,91,298,37,19,24,78,34,19,31,354,157,88,172,375
NM_001351726,27,12,39,40,17,8,9,7,13,8,14,78,24,15,24,22
NM_001351725,42,17,46,37,25,19,20,19,18,10,13,47,51,25,63,35
NR_146278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001128428,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_020116,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NR_125888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001128931,28,14,29,57,20,10,26,34,17,6,10,108,32,18,33,81
NM_000909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001317092,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NM_018352,69,35,87,166,88,51,60,157,82,47,49,221,112,62,97,239
NM_001166373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001352885,1,1,1,5,0,0,0,0,7,3,3,6,5,2,1,15
NM_001297550,1,1,1,0,0,0,1,4,0,0,0,2,0,0,1,4
NM_001012414,10,5,13,16,2,1,5,32,6,3,3,6,27,13,45,112
NM_001258025,0,0,0,3,0,0,0,5,0,0,0,10,2,1,2,9
NM_001100389,21,14,17,25,29,11,20,34,26,14,12,113,38,20,31,108
NM_007246,20,13,20,45,35,18,25,47,22,17,17,70,42,20,50,58
NM_001331023,20,11,22,73,43,23,27,54,24,18,17,93,40,19,49,67
NM_001017369,74,42,74,119,100,43,56,121,71,36,33,186,124,65,113,151
NM_001873,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
NR_121676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_121677,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2
NM_001204760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001204352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001204358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_007193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_017631,81,47,48,287,34,16,40,90,38,23,23,193,93,48,112,323
NM_001012967,51,27,48,54,26,12,33,40,27,18,20,54,78,45,101,125
NM_001291510,51,27,48,54,25,11,32,39,27,18,20,55,78,45,102,125
NM_001166108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_032783,31,18,40,61,41,21,39,79,44,28,23,102,128,72,116,79
NM_020870,29,14,43,182,38,25,22,112,49,25,33,278,76,40,85,275
NM_001199398,24,17,34,55,36,19,35,39,22,17,19,87,71,37,66,104
NM_001829,101,49,122,144,93,50,67,93,95,51,63,218,218,118,210,194
NM_001243374,34,15,39,141,21,13,20,86,21,15,14,155,89,45,75,73
NM_017867,10,5,16,8,22,9,22,13,7,4,4,18,13,8,13,14
NR_037878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001301647,0,0,0,1,0,0,0,3,0,0,0,3,1,1,0,5
NM_001286683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_125889,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,0
NR_038838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_147157,4,3,7,11,3,3,2,4,0,0,0,4,2,2,2,13
NM_001034845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
NR_125895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_125894,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
NR_134242,31,23,32,137,34,17,17,93,19,9,20,184,58,36,89,228
NM_017423,41,19,62,180,65,35,43,142,52,24,34,173,116,67,111,246
NM_003864,38,17,41,108,51,30,39,51,57,34,34,161,104,56,118,175
NM_007281,5,2,14,58,18,12,12,18,27,19,15,118,23,12,16,37
NM_001329597,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
NM_021973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_136197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_136195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_146487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_125896,0,0,0,0,0,0,1,0,4,3,1,3,1,0,1,0
NM_012180,46,19,48,66,48,21,31,38,25,12,20,142,68,43,59,131
NM_001145314,45,18,42,71,54,26,30,44,34,18,35,126,59,33,56,115
NM_001040157,45,18,42,70,54,26,30,44,34,18,35,126,59,33,56,115
NM_000860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001042543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_125900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001130703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_201592,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0
NR_125901,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
NM_001350727,0,0,2,9,1,1,1,14,0,0,1,3,9,7,5,18
NM_144644,0,0,0,2,4,3,4,4,8,6,3,8,7,4,11,5
NM_080874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_021928,38,17,30,75,37,19,36,50,44,25,17,80,96,53,84,94
NM_005429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_149104,0,0,1,0,2,0,2,2,3,0,2,2,3,2,4,1
NM_018248,8,5,9,20,12,7,10,10,8,4,2,23,16,6,19,28
NR_033655,33,19,40,82,78,46,70,77,36,22,25,139,73,43,66,145
NR_028342,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
NR_108092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_033918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_149139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_147188,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0
NR_027107,0,0,2,6,5,4,1,0,2,1,1,12,2,2,0,4
NM_001080477,0,0,0,5,3,1,0,0,4,2,2,6,2,2,0,0
NM_001921,75,41,78,165,65,31,58,138,53,32,31,277,118,60,118,253
NM_024949,0,0,0,1,0,0,0,0,2,2,0,0,0,0,1,0
NR_126473,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
NM_017632,44,24,38,144,46,24,37,140,62,44,41,206,69,26,74,265
NR_033995,3,2,17,77,11,3,14,45,22,13,5,99,14,10,15,117
NM_001564,12,4,21,93,18,8,8,51,13,8,7,192,26,12,30,257
NM_001291959,26,12,25,97,20,12,11,37,14,9,9,163,35,17,46,124
NM_001307922,33,15,37,132,38,23,28,136,26,20,17,272,79,44,94,285
NM_199053,37,19,48,132,39,25,36,133,30,20,17,273,92,51,101,307
NM_021942,35,18,47,93,36,24,33,110,28,18,16,212,89,51,99,191
NR_132761,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
NM_020225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_153343,3,2,5,4,7,5,8,7,0,0,0,4,9,4,10,20
NR_040108,57,29,56,156,120,59,78,272,77,38,47,355,60,27,30,174
NR_125933,131,70,157,329,183,92,161,227,166,87,115,595,156,83,177,383
NM_002199,74,45,90,145,86,42,45,135,66,46,43,278,120,53,112,267
NR_147158,47,21,39,151,50,20,37,126,44,26,30,357,67,35,91,236
NR_131967,96,36,113,189,130,66,91,127,99,49,44,512,125,68,114,250
NM_001354784,38,23,44,151,64,33,45,197,26,16,22,241,82,47,69,247
NR_144313,27,15,23,33,32,21,16,39,12,8,9,50,43,23,43,53
NM_024629,20,12,21,26,20,15,20,30,14,4,10,57,37,23,29,51
NM_001286711,11,7,12,72,16,10,13,50,22,14,18,74,42,23,43,100
NR_132989,15,9,14,33,20,12,16,16,7,5,5,47,29,16,25,67
NR_039975,4,1,3,2,1,1,1,3,3,1,0,1,3,0,0,3
NR_147059,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0
NM_001151,42,20,47,51,61,40,28,47,25,15,18,74,58,34,37,119
NM_020827,27,14,34,122,30,15,21,86,27,12,9,155,71,37,101,200
NM_001317781,24,16,40,91,35,16,22,75,24,13,13,141,59,30,72,112
NM_018409,198,105,206,569,273,132,194,215,175,101,81,927,283,159,270,537
NM_181726,103,49,97,385,111,62,90,223,89,59,49,518,135,60,151,342
NM_018359,27,15,25,90,29,13,21,67,28,17,16,73,34,19,39,149
NR_028085,31,17,24,91,27,12,20,69,23,15,9,71,35,19,42,146
NM_001346007,16,11,25,31,2,1,1,12,12,6,6,86,8,7,15,10
NM_001145411,14,7,15,65,16,7,6,25,13,11,4,131,24,14,20,55
NM_001257963,0,0,0,12,1,1,0,2,12,7,6,33,0,0,3,4
NM_001270771,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
NM_003265,0,0,0,2,0,0,0,0,0,0,0,0,1,0,6,9
NM_001367768,0,0,0,1,0,0,1,0,0,0,1,1,1,0,5,1
NM_001006655,1,0,0,2,1,1,0,0,6,3,6,3,6,5,4,1
NM_207352,45,26,27,84,25,12,23,62,28,18,13,113,38,19,55,111
NM_001318396,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
NM_000128,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0
NM_001354804,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
NR_033900,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
NM_005958,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
NM_005245,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
NR_147159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_038931,5,1,5,4,0,0,0,2,0,0,0,3,1,0,5,7
NR_110436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
NM_001304358,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0
NM_173553,1,0,2,1,1,0,2,1,0,0,0,2,0,0,1,1
NM_178556,0,0,1,0,0,0,0,0,0,0,0,5,0,0,2,13
NR_149102,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
NM_004477,41,19,43,94,57,23,38,73,38,22,24,175,81,43,84,105
NR_121644,0,0,0,6,0,0,0,0,4,2,5,2,0,0,1,0
NR_046228,4,2,6,9,1,0,2,7,0,0,0,17,2,1,6,2
NM_001031732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_017419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_033869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_132380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_149039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_038857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_125911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_003720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_033311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_149038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001306068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_137167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_052909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NM_001080478,5,1,10,4,5,5,0,9,2,0,1,2,12,5,4,10
NM_145265,26,12,23,45,38,24,16,40,12,6,9,61,41,20,49,76
NM_001330758,27,13,25,46,36,22,15,51,12,6,9,73,44,23,50,91
NM_001267557,19,10,22,127,30,13,23,93,13,7,15,144,37,19,44,197
NR_073609,20,11,25,128,28,12,22,96,13,7,15,145,37,19,46,199
NM_020731,13,9,25,38,29,16,15,14,7,5,10,37,57,33,35,30
NM_007277,33,23,56,96,74,43,75,65,38,22,17,154,68,34,69,119
NM_004174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_125375,22,7,29,119,40,16,31,68,40,28,18,135,50,32,51,155
NR_103444,4,3,6,15,1,0,2,11,4,1,3,31,2,1,0,26
NM_018140,7,5,9,10,1,0,2,19,4,1,3,21,7,3,5,29
NM_007030,0,0,0,0,0,0,0,5,0,0,0,0,1,0,4,7
NR_147096,0,0,1,5,5,2,0,2,3,1,0,16,1,0,6,7
NM_024786,4,3,5,18,13,5,5,10,3,2,1,16,17,11,19,28
NM_001009877,57,31,61,112,44,24,44,82,19,7,14,176,76,47,82,139
NM_023924,28,18,29,48,26,16,27,55,8,4,9,85,36,24,41,82
NM_001166260,25,16,23,26,22,12,28,42,10,5,7,54,30,18,38,55
NM_001271082,1,1,1,5,0,0,0,1,0,0,0,5,1,0,2,6
NR_109911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001003841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_182632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001193376,0,0,0,3,0,0,0,0,1,0,0,4,0,0,0,5
NM_198253,0,0,0,3,0,0,0,0,1,0,0,4,0,0,0,5
NR_125810,0,0,0,3,0,0,0,2,0,0,0,1,2,1,2,0
NM_001044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_003263,30,17,29,159,35,18,24,96,14,12,18,197,58,32,61,155
NR_003713,17,10,19,74,29,16,24,70,35,24,18,134,41,23,35,128
NM_004553,53,17,54,88,45,22,36,80,29,20,14,140,72,36,65,169
NM_001278634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001278633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NR_109912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NR_104616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001134222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001365689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001294337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_104617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_033898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_147000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_104618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_024337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_026994,8,4,10,20,9,4,10,7,13,8,9,44,16,7,14,9
NR_134266,1,0,0,0,3,2,3,5,0,0,0,1,1,1,1,0
NR_109915,0,0,0,8,0,0,0,2,0,0,0,12,0,0,0,0
NR_136935,0,0,0,9,0,0,0,2,0,0,0,12,1,0,1,0
NM_015325,7,5,10,20,16,6,11,45,10,10,11,86,36,19,27,38
NR_028351,2,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0
NM_032286,21,14,30,87,53,26,38,93,14,5,12,139,73,31,82,127
NM_001145161,1,0,1,8,0,0,0,3,2,1,1,14,8,6,9,15
NR_024423,0,0,0,4,0,0,0,0,2,1,0,0,1,1,2,0
NM_017755,53,17,40,119,52,29,52,104,33,17,21,200,70,34,87,172
NM_001324322,6,3,7,40,15,7,18,26,14,10,6,70,25,12,41,77
NR_103771,2,1,6,7,3,2,2,2,6,4,2,3,1,1,5,7
NM_006999,14,6,8,36,8,4,4,26,6,1,8,78,14,6,18,49
NR_146281,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5
NR_033906,1,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0
NM_020546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001089584,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NR_073608,32,15,40,55,31,18,30,57,7,4,3,67,64,34,56,67
NR_157175,33,15,42,69,26,17,27,60,9,6,1,105,66,36,59,84
NR_039984,3,3,11,12,2,1,2,18,6,1,3,11,33,18,31,10
NR_039989,3,3,11,13,2,1,2,21,7,1,4,11,33,18,26,5
NR_109932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
NM_003966,0,0,0,3,0,0,0,0,0,0,0,25,1,1,3,9
NR_109935,0,0,0,1,0,0,0,1,9,6,2,8,0,0,0,0
NR_045196,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,9
NR_027112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_147004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_047670,57,23,56,75,43,23,35,66,7,4,8,116,60,35,59,145
NM_001306153,57,23,54,74,43,23,35,69,9,6,9,119,60,35,59,143
NM_012073,59,28,46,85,59,29,44,135,34,17,18,150,51,24,64,142
NM_138809,8,3,6,6,4,2,5,10,6,4,5,20,28,15,21,29
NM_001270660,43,20,58,140,81,40,49,160,51,26,27,289,104,47,116,270
NM_031916,50,26,66,154,98,58,79,140,79,45,30,204,72,40,77,242
NR_104606,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
NR_134289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001164440,34,15,38,176,47,25,51,117,36,13,23,296,62,30,84,244
NM_004394,13,4,23,61,26,12,24,63,20,11,10,91,25,15,44,92
NM_001332,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
NM_001288716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001364128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_033383,3,0,5,0,1,1,4,0,0,0,0,15,1,0,3,0
NR_147005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_007118,41,20,47,141,50,27,47,78,46,27,33,247,102,50,114,197
NM_019018,3,2,7,2,0,0,1,5,1,0,1,13,3,1,2,11
NM_138348,49,19,41,97,41,24,40,74,43,21,25,147,76,49,75,175
NM_054027,8,6,11,30,10,6,8,26,4,2,4,86,7,4,7,24
NR_046285,62,26,40,176,60,35,39,97,69,46,35,198,90,51,62,206
NR_109944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_012304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001278317,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NR_109945,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
NM_001102562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_149044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_104625,14,5,16,17,28,14,16,21,8,5,7,59,18,12,24,35
NM_033414,48,23,45,98,76,39,50,87,65,28,30,194,114,57,107,170
NM_001034850,0,0,0,0,0,0,0,0,0,0,0,8,2,0,3,20
NR_109946,4,3,3,0,0,0,0,0,0,0,0,8,1,1,0,10
NM_012334,0,0,0,3,3,1,2,0,0,0,0,0,1,1,0,0
NR_027253,8,4,5,25,19,12,16,52,11,8,2,50,11,7,31,49
NM_001271606,3,1,0,16,0,0,2,11,2,2,2,40,3,1,7,25
NM_006317,22,8,14,85,35,19,24,100,16,11,3,171,26,12,60,140
NR_033975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_134275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_134270,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0
NR_134287,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001349556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_146519,5,4,8,2,5,2,4,1,11,5,1,3,2,0,7,4
NR_149120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_027026,48,24,77,87,42,25,39,155,43,25,47,148,72,43,61,170
NM_001364105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001364108,0,0,0,2,0,0,0,0,4,2,2,0,0,0,0,0
NR_003921,0,0,0,2,0,0,0,4,0,0,0,0,1,0,1,0
NM_020227,0,0,0,2,0,0,0,1,3,3,2,0,2,1,0,0
NM_001310214,0,0,0,2,0,0,0,1,3,3,2,0,2,1,0,0
NR_131245,1,1,0,0,3,0,1,0,0,0,1,0,2,1,4,1
NM_001362460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_037896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_147006,37,17,38,110,44,20,30,55,40,28,12,204,78,44,82,150
NR_136209,10,2,6,51,5,3,3,15,4,3,3,41,27,15,24,52
NM_016279,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NR_038848,3,2,3,12,17,11,20,50,2,1,3,13,59,32,50,60
NR_109948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_130777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
NR_104628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001362435,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NM_013235,14,7,37,29,30,15,27,56,26,12,22,63,39,21,37,57
NR_134298,27,14,25,32,35,18,33,65,24,12,24,79,43,23,42,64
NM_018356,27,14,25,38,32,16,32,71,17,7,16,81,61,35,60,80
NM_178140,6,3,8,9,2,1,0,4,0,0,2,34,3,3,8,1
NM_022130,43,22,70,182,71,32,68,181,110,52,59,280,98,59,102,267
NM_001294344,23,11,34,103,26,17,20,70,25,14,18,143,48,33,55,136
NM_016107,25,10,20,74,33,18,30,53,11,5,7,72,40,20,45,85
NM_006713,23,15,34,98,45,25,33,92,45,33,24,185,63,26,68,266
NM_001364458,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
NM_001204376,0,0,0,1,0,0,0,0,0,0,0,4,2,1,2,9
NR_033832,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
NR_147008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001258437,33,18,40,68,22,11,13,72,35,22,23,103,76,36,81,127
NM_030955,25,9,17,25,17,7,9,31,23,12,6,13,18,9,10,48
NM_203382,49,31,55,93,46,32,45,105,54,31,27,154,108,76,116,144
NR_037951,18,7,15,25,8,2,11,8,9,6,4,20,6,2,13,15
NR_146599,94,47,99,202,112,64,74,232,64,42,44,286,127,68,130,245
NR_157803,54,24,54,110,58,27,31,55,37,18,17,110,63,30,46,91
NM_015577,0,0,0,0,5,1,7,28,0,0,1,15,9,3,9,13
NM_144725,4,3,3,10,5,2,6,26,0,0,1,5,12,6,12,16
NM_002853,41,22,51,73,34,16,45,61,40,19,28,130,83,46,57,113
NM_018321,34,20,36,83,19,10,23,63,50,26,31,142,63,38,43,151
NM_001012339,25,17,53,76,63,34,56,54,28,20,33,101,52,27,57,88
NM_001306173,5,4,8,6,0,0,0,0,0,0,0,0,2,1,3,1
NR_037910,2,2,0,8,0,0,0,3,0,0,0,0,0,0,0,2
NM_000949,14,6,13,20,0,0,0,3,2,2,3,5,33,19,29,15
NM_144722,1,0,1,2,0,0,0,1,0,0,0,1,0,0,3,5
NM_002185,9,5,15,13,6,2,3,27,6,2,3,28,4,0,2,27
NM_001042625,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
NM_144647,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
NM_152404,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171873,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
NM_174914,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_001007527,27,9,23,67,32,20,16,64,34,21,12,121,60,38,56,84
NM_001243120,23,8,21,46,36,21,16,57,33,20,10,67,53,31,52,75
NM_032637,22,10,18,40,38,22,17,58,31,18,9,64,47,26,51,68
NM_153013,25,10,26,46,19,12,11,57,17,10,17,99,34,21,34,59
NM_145000,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001289939,8,4,10,18,1,0,1,4,0,0,0,13,4,2,4,7
NR_046262,55,29,68,75,46,21,49,76,31,18,14,149,86,45,91,129
NM_015384,47,27,66,76,48,20,46,80,37,20,16,150,80,43,105,125
NM_023073,22,12,21,85,43,24,28,88,31,16,10,192,43,25,42,136
NM_153485,55,27,55,71,69,37,66,98,61,36,40,81,105,58,112,124
NM_001345998,49,24,45,74,44,26,34,112,56,32,30,137,69,39,63,118
NM_000514,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8
NR_145476,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8
NR_147009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_134272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001205301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_046219,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,2
NR_102750,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
NM_002310,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0
