Eli__repA_counts.bed,Eli__repB_counts.bed,Eli__repBss_counts.bed,Eli__repC_counts.bed,Elizabeth__repA_counts.bed,Elizabeth__repB_counts.bed,Elizabeth__repBss_counts.bed,Elizabeth__repC_counts.bed,Eric__repA_counts.bed,Eric__repB_counts.bed,Eric__repBss_counts.bed,Eric__repC_counts.bed,Ethan__repA_counts.bed,Ethan__repB_counts.bed,Ethan__repBss_counts.bed,Ethan__repC_counts.bed
NM_001297622,15,6,21,55,51,21,38,71,29,15,21,94,37,20,54,140
NM_003196,0,0,0,4,0,0,0,1,4,3,3,3,0,0,0,4
NM_001143778,1,1,1,6,0,0,0,5,2,1,1,11,0,0,0,4
NR_110799,15,7,14,15,7,5,6,13,9,7,3,39,6,4,6,20
NM_001348075,21,13,31,40,19,9,10,36,11,5,9,137,52,26,35,55
NM_001199802,70,37,84,169,119,59,98,164,71,46,30,254,133,76,121,250
NM_000975,71,37,89,172,121,61,99,164,74,49,30,254,133,76,121,254
NM_003198,44,23,50,152,61,28,44,131,38,24,15,192,112,66,105,267
NR_038280,27,14,29,84,56,32,40,78,33,19,23,104,62,27,58,102
NM_020362,23,12,35,59,57,31,33,76,31,18,22,85,54,27,45,118
NM_007260,160,79,176,313,201,101,120,189,143,74,74,415,177,87,163,401
NM_001008216,75,36,65,392,91,55,49,185,55,33,22,501,134,78,105,446
NM_001166059,56,29,68,138,65,40,54,126,49,26,33,374,77,37,95,232
NM_000191,57,30,75,139,65,40,54,126,54,28,38,387,86,42,103,234
NM_000147,60,37,66,137,56,25,41,111,39,21,27,94,49,23,59,146
NM_001841,49,24,39,108,37,16,27,71,38,22,28,183,64,30,58,48
NM_017761,103,58,108,380,161,85,133,311,132,80,72,481,235,107,236,666
NR_034035,41,19,44,133,69,40,54,137,60,39,29,185,97,53,89,159
NM_152372,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
NM_021258,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1
NM_170743,29,17,22,86,29,14,22,83,26,16,22,86,58,31,50,79
NR_027087,1,0,3,5,0,0,0,2,0,0,0,0,0,0,1,4
NM_001195010,3,1,3,10,15,8,16,4,4,3,0,11,8,6,12,14
NM_001199012,4,2,6,9,3,1,1,5,2,1,0,12,6,4,1,3
NM_001322854,23,10,26,60,16,6,28,55,19,6,12,162,42,20,37,87
NM_001330409,9,5,9,25,5,3,6,12,2,2,7,33,22,11,15,30
NM_001322865,9,5,9,24,6,5,8,12,2,2,7,32,18,8,14,32
NR_045407,11,6,7,16,7,2,12,14,3,2,2,47,0,0,1,6
NM_001251979,11,6,7,16,7,2,12,14,3,2,2,47,0,0,1,4
NM_001251984,11,6,7,16,7,2,12,14,3,2,2,47,0,0,1,4
NR_109781,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0
NM_001010980,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0
NR_159391,28,17,27,86,64,45,29,65,32,23,13,115,67,37,87,165
NM_013943,20,13,29,56,40,22,20,46,15,7,20,87,18,11,42,109
NM_001320672,56,28,39,105,71,37,44,67,60,40,28,154,133,62,77,197
NM_207170,73,34,87,204,111,55,97,199,60,41,39,371,165,87,136,289
NM_001321772,83,40,82,215,104,65,56,167,66,43,43,387,157,85,144,314
NR_135786,236,107,268,975,273,139,200,495,153,80,80,1062,347,179,371,1123
NM_001282867,0,0,0,5,0,0,0,8,3,1,3,10,8,5,4,13
NM_014313,60,30,75,188,95,56,56,154,64,41,41,347,134,74,120,267
NM_001330430,3,2,1,2,7,2,0,4,0,0,0,10,9,6,7,8
NM_001282564,7,3,5,32,14,8,14,26,12,8,7,41,27,15,14,25
NM_015627,1,1,2,14,0,0,0,10,14,6,5,10,8,6,9,32
NM_020379,4,2,2,20,0,0,1,4,2,2,2,18,3,2,0,15
NM_020451,0,0,0,5,1,1,1,6,3,2,0,10,4,3,6,4
NM_001099627,33,16,23,103,32,15,29,65,37,27,15,179,51,29,66,181
NR_024498,32,18,31,63,30,18,19,40,28,19,12,106,20,8,21,81
NM_001099625,37,18,24,107,43,23,35,66,36,27,15,186,53,29,71,190
NM_001287490,49,28,55,88,61,32,46,108,45,28,24,173,110,61,97,101
NM_024037,49,28,55,88,61,32,46,108,45,28,24,173,110,61,97,101
NM_178422,36,15,37,88,23,13,18,49,44,33,22,99,42,24,46,80
NM_001145454,8,5,7,24,21,12,15,33,21,11,11,62,12,7,22,55
NM_203399,2,1,2,3,10,6,6,5,1,0,0,21,8,6,8,17
NM_000437,18,11,23,61,29,18,14,49,40,22,17,98,31,19,43,104
NM_004455,0,0,0,2,4,3,2,1,0,0,0,0,0,0,0,0
NM_001004434,4,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0
NM_032588,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001243532,34,19,24,85,17,7,22,45,18,10,14,102,36,23,60,144
NM_152835,20,13,10,62,22,15,13,42,11,8,10,82,25,14,38,86
NM_024869,0,0,0,6,0,0,0,1,2,2,0,1,0,0,0,0
NM_001364669,3,3,0,7,0,0,0,1,4,2,1,3,0,0,3,0
NM_006314,0,0,1,8,5,3,1,6,4,2,1,19,7,4,4,6
NM_198137,1,1,0,3,6,3,4,8,5,3,3,14,11,7,10,17
NR_110698,1,1,2,3,1,0,0,3,0,0,0,0,1,1,0,5
NM_001281517,6,2,14,42,27,12,18,49,9,3,8,39,35,21,41,65
NM_145345,108,62,79,211,74,33,48,93,55,32,30,241,116,62,105,387
NM_001039775,0,0,0,2,0,0,0,0,0,0,0,7,2,2,0,3
NM_001307925,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,1
NM_024674,1,0,0,6,0,0,0,0,0,0,0,10,0,0,0,0
NM_001243564,93,45,117,146,109,53,83,192,91,48,56,218,189,96,185,203
NR_125953,30,13,36,101,26,13,25,56,38,18,24,150,32,20,36,67
NM_005517,86,40,131,483,110,59,70,295,122,58,68,623,190,91,176,672
NM_002953,10,7,9,14,16,8,10,19,11,7,5,24,15,7,17,28
NM_006015,33,17,40,120,26,13,19,111,27,11,22,227,50,29,71,161
NM_017837,138,72,142,442,244,138,160,298,177,102,84,635,194,98,177,506
NM_032283,35,19,34,52,25,13,17,30,24,13,17,60,34,19,31,96
NM_018066,113,62,116,525,99,53,91,280,118,77,69,675,205,104,197,529
NM_022078,25,11,30,85,58,33,45,64,18,13,13,113,61,29,61,93
NM_006600,23,10,21,83,29,15,19,56,23,13,18,120,40,21,50,154
NM_152365,2,0,1,14,0,0,1,1,3,2,1,1,0,0,0,1
NM_001013642,0,0,1,3,0,0,1,3,0,0,0,1,2,0,3,10
NM_052943,0,0,0,4,1,1,3,3,0,0,0,6,1,0,1,1
NR_046474,53,26,42,87,75,34,66,129,47,28,12,246,87,46,73,209
NM_001276252,7,4,10,36,34,12,10,21,9,5,4,60,10,4,6,36
NM_032125,36,16,30,38,34,15,33,67,35,19,23,51,46,25,43,64
NM_032872,16,11,22,50,20,11,21,27,11,3,3,57,28,15,27,77
NM_001297609,2,1,2,10,5,3,9,7,5,2,3,34,2,2,5,31
NM_003665,4,3,4,8,3,1,5,1,4,2,1,6,1,0,0,0
NM_207397,0,0,0,1,0,0,0,5,0,0,0,8,0,0,0,0
NM_005281,10,6,10,7,5,4,6,5,7,2,9,20,6,5,8,13
NM_006990,33,18,23,92,39,22,33,112,32,21,12,124,91,45,88,184
NM_001029882,26,12,35,45,16,7,8,96,10,6,5,132,41,22,66,109
NM_005248,73,34,55,170,82,44,76,96,47,25,31,214,116,68,100,221
NM_001042747,141,70,168,474,164,83,113,364,132,82,66,690,283,147,274,638
NM_002038,44,18,52,81,50,20,36,70,26,14,17,112,101,67,100,151
NM_001143912,9,5,14,20,12,9,11,20,6,2,3,52,25,14,30,75
NM_177424,14,6,17,69,28,17,16,41,16,11,9,69,58,27,44,109
NM_138558,56,28,58,159,93,52,76,151,47,26,29,219,80,42,101,306
NM_001039477,25,12,27,78,32,15,32,48,35,19,14,130,49,26,40,111
NM_001105556,25,12,27,78,32,15,32,48,35,19,14,130,49,26,40,111
NM_001355129,34,20,40,50,22,12,24,49,21,10,8,46,42,27,67,47
NM_001009568,0,0,1,4,8,2,4,3,0,0,0,7,2,1,3,5
NM_001304579,0,0,1,4,8,2,3,3,0,0,0,6,2,1,3,5
NM_018053,8,4,5,34,23,13,14,29,2,1,4,68,23,12,14,67
NM_001282562,37,22,45,84,35,18,37,95,52,29,25,134,73,38,67,137
NM_001282560,45,26,51,92,35,18,37,97,56,33,28,135,75,39,70,158
NM_001164721,6,3,9,13,5,3,1,5,1,0,2,48,7,2,6,15
NM_014280,33,20,30,55,26,15,22,49,14,12,9,67,64,34,55,105
NM_031459,47,21,43,124,57,34,41,140,33,16,24,212,63,36,74,271
NM_017638,32,12,43,43,57,32,40,29,40,21,16,82,85,42,63,71
NM_001350159,40,17,40,65,55,30,28,108,41,21,28,166,54,23,69,116
NR_002909,134,53,151,266,141,69,108,447,133,84,77,380,187,88,195,433
NR_030725,145,57,157,356,156,76,114,460,146,93,85,520,187,90,198,485
NR_003109,47,22,43,55,60,38,41,85,47,31,31,115,102,56,103,113
NR_146382,7,5,12,31,12,7,21,26,5,2,5,25,21,14,29,50
NM_152304,4,4,9,22,2,0,9,8,5,3,4,23,7,4,14,32
NM_001135218,280,145,293,373,310,159,230,427,272,163,167,626,537,279,583,553
NR_146731,144,74,157,171,178,99,129,223,162,98,90,217,290,161,339,250
NM_001319674,39,18,41,100,78,50,70,94,63,37,46,126,95,43,79,118
NM_001173128,28,13,35,66,31,21,38,35,23,13,10,150,41,26,50,97
NM_000911,1,1,0,1,1,1,0,2,0,0,0,1,0,0,0,2
NM_203342,14,8,13,40,25,12,11,32,16,8,15,59,30,17,41,86
NM_203343,14,8,13,41,25,12,11,32,16,8,15,59,30,17,41,86
NM_001166006,16,5,16,38,17,9,8,26,13,3,2,95,18,9,20,76
NM_001171868,5,2,7,16,2,0,2,9,7,4,0,28,4,0,6,43
NM_001003682,2,2,2,5,1,0,1,0,0,0,0,7,1,0,4,11
NM_005626,73,41,72,124,68,31,61,84,43,26,30,143,105,61,116,182
NR_146213,79,43,70,81,67,32,56,106,66,39,35,123,99,48,130,191
NM_133177,1,0,2,2,0,0,0,0,0,0,0,1,1,0,1,3
NR_110758,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NR_110790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002379,14,9,19,74,22,15,15,40,26,11,13,150,29,19,32,83
NR_034182,18,10,14,53,21,15,7,50,4,4,8,76,23,14,22,38
NM_006762,75,46,79,207,57,34,57,139,51,29,27,324,85,38,90,220
NR_146732,0,0,0,2,1,0,1,2,2,1,2,0,4,2,4,0
NM_014654,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
NM_001020658,44,24,42,137,60,27,43,156,55,35,35,219,84,41,78,199
NM_024522,0,0,0,1,0,0,0,3,0,0,0,8,0,0,0,3
NM_004814,93,50,83,89,71,35,49,172,84,51,58,226,120,55,122,242
NM_001282572,89,50,71,88,68,39,55,181,70,40,53,133,110,50,109,174
NM_001320996,31,16,37,106,42,18,32,57,44,23,31,168,45,27,62,94
NM_001199038,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
NM_001199037,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
NR_034112,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_027085,30,18,20,32,2,2,4,6,2,1,2,0,18,5,17,7
NM_001204414,1,1,1,3,0,0,0,0,0,0,0,2,0,0,0,1
NM_001525,2,2,7,15,3,3,4,4,8,5,3,27,8,6,8,15
NM_001359651,27,14,39,101,41,22,22,75,15,7,10,98,75,37,57,96
NR_033686,29,12,38,53,32,19,20,43,21,10,12,56,36,14,31,38
NM_001856,5,3,7,43,5,4,1,14,8,3,4,4,14,5,8,7
NM_001364857,3,1,2,4,0,0,0,5,1,1,0,1,5,2,6,13
NM_001294336,3,1,2,4,0,0,0,2,1,1,0,1,6,4,7,15
NM_001281987,1,1,2,4,2,1,2,0,0,0,0,5,0,0,1,1
NM_001195100,14,9,27,39,25,19,17,38,19,11,18,79,36,12,65,47
NR_073498,32,20,36,72,16,7,13,54,34,20,16,74,39,19,50,83
NM_001319677,18,7,26,65,44,28,39,52,34,16,18,67,30,18,34,71
NM_018056,22,12,20,98,54,33,40,86,33,17,13,120,64,37,54,141
NM_012316,23,11,14,34,25,14,27,53,18,8,6,53,49,26,51,83
NM_175852,79,36,101,219,91,45,60,144,60,33,37,355,101,50,83,300
NM_024296,98,52,90,204,95,55,64,150,145,77,70,246,142,67,132,252
NM_001301011,91,48,92,188,81,47,57,142,134,72,67,302,129,60,126,254
NM_001160042,140,73,139,417,167,96,102,221,131,78,73,505,178,92,211,508
NM_001099434,72,37,67,280,99,55,69,131,77,37,46,289,146,70,115,382
NR_133635,21,12,27,62,25,12,26,53,41,22,24,86,75,37,62,62
NM_001366191,21,12,27,61,24,12,24,53,41,22,24,81,73,36,61,60
NM_003757,18,9,14,54,6,1,11,41,34,25,19,69,29,15,21,78
NR_026850,19,14,20,62,7,1,7,39,27,19,18,59,11,7,15,29
NM_005356,89,42,88,240,110,54,72,158,77,38,54,363,136,67,104,265
NM_001042771,73,38,66,200,49,26,32,77,85,46,51,260,79,44,64,114
NM_004964,27,15,31,58,62,33,30,84,46,29,35,108,78,36,70,115
NM_001143888,61,36,49,80,61,32,42,48,44,27,16,125,87,41,79,84
NM_001145720,0,0,1,7,0,0,0,2,0,0,0,6,0,0,0,6
NM_001291496,8,5,5,30,23,14,11,32,17,9,2,55,13,7,11,79
NR_158780,43,24,48,118,66,31,31,96,52,30,40,129,88,41,65,145
NM_001135255,29,15,42,115,65,30,46,117,48,29,32,133,93,41,63,203
NM_030786,0,0,0,4,5,4,7,0,0,0,0,3,5,2,1,19
NM_020888,0,0,0,2,0,0,0,0,0,0,0,5,2,2,0,13
NM_003680,82,48,90,291,80,37,67,193,81,51,50,426,143,67,165,521
NM_001256121,63,34,62,89,93,46,61,134,63,35,37,211,113,58,119,175
NM_022753,56,34,66,173,80,42,58,136,46,22,24,293,120,58,134,332
NM_001171941,5,3,5,9,8,1,1,2,2,2,1,10,8,7,13,21
NM_002143,5,3,10,20,6,2,6,4,10,3,12,17,3,1,1,25
NM_001329723,1,1,0,1,3,0,0,2,0,0,0,0,1,0,1,2
NM_001127361,34,15,41,42,35,20,47,44,40,18,37,124,57,33,76,84
NM_013411,31,18,25,35,45,26,27,36,31,18,22,123,41,19,31,72
NM_001319140,30,17,23,24,40,24,21,32,31,18,22,106,37,18,29,66
NM_001293562,9,5,6,25,1,0,6,19,13,9,4,30,29,12,32,37
NM_001301826,6,4,5,6,1,0,0,3,5,3,3,28,6,4,13,7
NM_018207,3,0,7,15,8,5,7,16,0,0,0,55,7,3,6,35
NM_001330483,2,2,6,17,1,0,2,1,3,2,3,5,12,5,8,27
NM_152493,23,15,13,36,17,9,21,34,14,8,7,151,13,8,23,112
NM_001080438,52,25,65,128,65,32,42,116,48,28,46,181,118,60,87,158
NM_001330488,0,0,0,1,0,0,5,0,0,0,0,0,4,1,2,2
NM_004427,9,5,8,20,29,14,15,49,10,6,2,83,45,24,52,69
NR_125978,12,8,16,50,35,21,21,54,16,6,6,116,82,44,82,83
NM_145238,19,10,23,24,18,12,16,46,10,6,9,57,52,30,39,49
NM_052896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_145205,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
NR_038372,1,0,0,2,0,0,0,3,1,0,1,13,0,0,0,2
NM_032884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_005268,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
NM_024009,0,0,0,1,0,0,0,1,0,0,0,1,3,1,0,0
NM_138428,116,65,98,156,94,55,71,188,78,37,47,248,137,69,108,318
NM_001080418,1,1,0,6,0,0,0,0,0,0,0,3,9,4,2,4
NR_037869,74,38,75,222,68,40,48,89,88,50,46,272,118,65,97,190
NM_001195156,56,27,71,320,80,44,70,210,96,38,41,409,143,73,119,364
NM_007167,36,19,39,46,40,19,19,38,53,24,25,82,80,46,95,91
NM_001289088,0,0,3,2,3,1,0,0,1,1,0,5,1,1,0,2
NR_136702,68,38,53,175,56,30,54,88,45,21,39,291,81,48,120,207
NM_001350138,42,20,29,70,35,21,19,53,40,22,32,101,42,24,49,55
NR_046659,8,3,10,51,8,4,4,10,26,15,7,70,14,11,12,23
NM_024874,33,14,32,90,53,28,33,68,36,17,32,137,77,32,62,148
NM_001014841,23,14,29,59,45,27,20,56,37,22,20,77,62,36,47,66
NM_178548,2,1,8,23,2,1,2,19,12,12,7,47,12,8,25,25
NM_001199779,62,36,74,58,65,35,56,70,49,29,31,63,115,58,122,80
NM_001348691,16,8,15,39,25,10,20,13,15,12,4,40,17,10,15,18
NM_152374,38,16,44,106,40,26,32,116,38,24,25,158,61,32,61,172
NM_001330490,14,5,22,62,23,12,13,53,35,19,11,85,20,12,19,155
NR_146062,0,0,0,14,8,2,16,13,4,2,2,27,9,5,8,17
NM_001317123,1,1,2,7,1,1,4,2,3,2,0,3,3,2,2,7
NM_012199,19,10,18,31,35,22,23,56,36,23,16,80,47,23,35,27
NM_177422,67,35,74,239,90,45,75,190,62,34,34,408,104,57,121,405
NM_014466,4,4,0,21,1,0,1,6,0,0,0,19,3,2,3,4
NM_017825,11,7,15,72,19,10,9,72,22,11,22,111,35,24,34,66
NM_005202,0,0,0,2,0,0,0,0,0,0,2,11,0,0,0,0
NM_001270895,40,18,51,68,52,26,38,65,36,24,16,97,64,34,85,139
NM_001270896,32,18,39,101,37,23,31,80,31,14,20,75,56,29,48,104
NM_018067,27,12,38,71,46,22,36,64,27,16,11,99,60,30,77,123
NM_001321471,47,30,45,114,65,34,54,102,61,35,30,216,123,56,111,225
NM_001162530,90,39,76,434,158,82,110,278,108,69,51,857,189,97,206,588
NM_001282546,59,29,50,280,74,38,58,186,63,35,30,324,121,54,115,395
NM_032881,26,14,30,93,41,24,33,80,43,25,22,151,75,28,63,174
NM_001330493,44,19,48,64,43,23,36,89,35,19,15,199,63,30,75,153
NM_206837,38,19,43,60,41,21,32,75,34,18,14,161,56,30,71,138
NM_031280,33,13,25,54,48,22,23,43,44,28,18,73,42,20,50,76
NM_156039,1,1,4,12,0,0,0,7,0,0,0,4,1,0,1,2
NM_000831,1,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0
NR_038842,45,20,59,87,42,20,38,122,51,37,38,120,83,47,96,136
NM_025079,80,34,83,170,63,28,55,199,67,40,51,277,130,73,140,273
NM_022756,39,20,25,29,29,12,21,34,28,18,21,44,28,13,40,82
NM_024700,7,4,4,39,21,10,12,32,7,5,5,64,42,22,34,48
NM_003462,3,1,5,2,0,0,1,3,3,0,1,5,6,4,4,0
NM_001323623,31,15,44,65,49,25,22,98,30,19,21,134,115,66,100,124
NM_013285,34,16,49,68,50,25,22,100,30,19,21,146,121,69,100,118
NM_001242909,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
NM_001350762,12,4,15,15,23,14,10,19,9,6,7,39,5,1,6,15
NM_018101,20,7,24,25,42,25,24,32,12,9,11,71,13,7,11,57
NM_001099439,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0
NM_173641,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0
NM_001113482,7,4,7,20,1,1,3,8,15,6,6,52,4,2,4,18
NM_024640,46,26,64,188,73,38,47,147,43,24,18,251,78,41,113,326
NM_005955,134,70,112,432,133,68,105,297,155,94,86,809,168,86,145,727
NM_001365824,33,15,32,44,31,13,20,41,18,9,14,99,47,19,57,103
NM_001320830,89,35,94,228,96,50,81,137,76,47,53,269,216,109,218,313
NM_004468,5,2,6,14,9,6,5,11,2,2,0,5,8,3,14,14
NM_016037,11,3,15,28,24,11,12,41,18,13,11,59,42,24,44,55
NR_038928,1,1,2,1,0,0,2,0,0,0,0,0,1,0,0,0
NM_001271851,41,20,18,66,51,25,34,69,19,12,18,91,56,31,60,92
NR_037633,2,1,0,11,7,4,18,10,4,4,3,0,13,9,8,5
NM_012333,49,27,50,328,62,33,48,143,62,28,30,214,92,51,80,331
NM_030772,2,1,0,11,7,4,18,10,4,4,3,0,11,8,9,6
NM_017821,0,0,0,4,0,0,0,0,0,0,0,2,1,1,0,4
NM_001136275,18,10,16,42,30,20,20,38,14,11,10,25,54,28,72,47
NM_024595,18,10,16,47,30,20,20,38,14,11,11,25,54,29,74,50
NM_001184979,26,8,29,52,74,29,63,127,59,42,23,141,97,52,78,159
NM_004552,21,4,30,50,78,30,67,120,54,37,23,118,96,51,74,164
NM_012090,0,0,0,7,7,5,2,2,0,0,0,1,6,4,1,0
NM_015038,23,12,26,73,16,10,20,42,16,9,13,92,29,15,27,95
NM_181809,8,4,13,27,16,10,11,23,10,7,6,34,6,4,7,45
NR_144355,93,48,88,205,36,16,40,89,107,65,62,339,132,67,128,223
NM_001135653,25,15,37,112,20,12,17,100,13,5,18,229,41,19,59,178
NR_125979,124,60,147,206,133,67,93,109,161,97,108,425,149,73,155,268
NM_014571,0,0,0,3,0,0,0,1,0,0,0,2,2,1,2,0
NM_032526,0,0,3,6,0,0,0,1,0,0,0,7,0,0,0,5
NM_001282396,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,12
NR_036543,34,18,32,32,29,17,34,61,19,10,11,101,53,32,44,77
NM_001720,2,1,4,12,1,1,0,6,2,2,1,27,6,3,6,20
NM_017646,16,10,14,26,12,5,14,40,8,4,4,36,48,28,43,54
NR_132405,16,10,14,26,12,5,14,40,8,4,4,36,48,28,45,54
NM_001033082,5,2,11,28,5,2,9,28,3,3,0,46,22,10,22,51
NM_001287808,30,23,32,64,36,17,17,93,33,21,20,55,31,17,53,79
NM_001349821,30,23,32,68,35,17,17,98,33,21,20,48,35,19,53,80
NM_001350480,68,37,79,132,49,26,59,136,84,48,46,341,146,82,147,264
NM_001350477,74,39,62,218,58,30,65,177,68,38,30,371,117,64,122,431
NM_001142604,34,21,39,38,27,13,18,40,17,14,11,70,32,17,38,50
NM_000310,22,11,30,26,16,6,11,23,8,8,8,37,21,12,25,29
NM_012421,70,34,59,130,86,46,58,104,57,34,25,174,121,65,124,188
NM_001008740,9,3,4,2,1,1,0,0,0,0,0,20,2,1,3,7
NM_005857,36,22,39,50,34,20,26,58,41,23,27,84,53,27,49,81
NM_001852,5,1,5,11,3,0,4,1,2,1,0,24,6,2,4,11
NM_022733,41,19,59,160,39,18,31,136,36,21,27,277,90,48,95,372
NM_001198978,133,64,145,252,157,87,103,221,150,88,83,638,305,156,265,541
NM_001369565,59,30,52,135,78,40,68,160,74,44,35,231,98,50,60,162
NM_001320178,29,16,20,69,40,18,23,72,37,21,14,104,37,21,54,118
NM_001346948,45,23,31,71,54,29,41,70,63,39,37,123,53,33,48,109
NM_152373,50,23,56,90,52,27,29,69,41,24,22,112,71,40,66,107
NM_014747,8,4,12,6,0,0,0,5,3,0,0,6,2,1,1,9
NR_024567,113,54,129,162,130,71,97,171,90,41,68,303,196,101,200,191
NM_014223,93,49,106,346,165,83,120,222,107,64,74,548,183,97,212,488
NM_001308114,23,14,30,42,40,19,19,41,30,23,15,43,24,12,25,59
NM_172163,1,0,1,15,3,3,1,13,0,0,0,18,3,1,3,11
NR_125440,28,9,27,65,19,8,12,48,6,2,3,56,22,12,19,83
NR_037868,43,24,43,50,44,23,42,73,58,36,26,66,72,39,78,144
NM_001168247,76,53,96,184,98,56,81,129,72,43,36,218,107,51,88,316
NM_001172221,13,6,9,21,18,12,6,18,6,5,5,21,17,11,11,40
NM_001172220,38,12,50,142,58,30,40,77,35,18,15,293,61,38,56,254
NM_001291281,1,0,0,2,0,0,0,0,0,0,0,2,1,1,5,7
NR_126098,6,2,6,4,3,2,3,12,3,2,1,15,2,0,2,8
NM_001127714,7,3,4,23,30,14,21,27,13,7,8,25,17,7,14,32
NR_038261,6,3,6,24,14,6,5,33,5,3,5,23,18,6,18,54
NM_001198852,19,10,15,111,43,25,42,114,33,17,21,126,69,37,62,187
NM_001198850,33,16,44,100,69,36,53,93,50,25,35,219,82,51,91,119
NM_173642,3,3,5,16,8,5,1,16,8,7,8,40,5,2,11,54
NM_001146192,49,34,40,86,26,14,21,87,39,26,23,166,54,29,61,104
NM_001355226,45,28,41,92,20,12,20,70,42,27,23,182,55,29,66,98
NM_001287507,51,36,42,96,27,15,21,121,39,26,23,166,63,35,65,148
NM_001287511,50,37,44,99,26,13,22,131,36,23,24,158,68,35,66,161
NM_024664,45,34,44,99,25,13,20,129,28,16,22,142,64,32,60,166
NM_001355227,77,38,80,288,77,39,55,116,73,48,38,414,86,48,89,225
NM_001330510,50,29,46,71,85,49,44,92,34,18,18,190,96,40,84,152
NM_004559,58,30,49,89,49,28,28,123,52,37,27,182,62,33,82,150
NM_001185117,0,0,0,7,0,0,0,0,0,0,0,5,1,1,2,6
NM_001146289,45,23,55,62,67,32,50,89,29,9,20,96,60,30,65,149
NM_024097,55,28,60,125,83,44,54,130,49,17,32,193,74,38,103,261
NR_133055,28,17,27,145,25,13,18,78,36,25,22,100,51,26,44,111
NM_001354602,33,20,34,148,28,14,16,73,30,22,19,107,57,30,48,131
NM_199342,14,6,13,36,51,26,27,40,21,17,9,120,26,14,35,95
NM_001017922,16,9,18,47,41,19,30,37,15,11,12,87,44,25,42,92
NM_018538,21,8,41,43,16,7,8,42,43,24,22,88,17,11,12,67
NM_015911,25,10,20,56,32,21,31,37,26,15,14,83,53,30,53,87
NR_104171,8,6,13,29,27,14,18,27,24,14,6,82,32,21,36,51
NM_006516,23,13,26,117,52,32,31,73,32,20,20,186,48,26,54,163
NR_033967,25,14,39,56,48,27,26,69,37,23,25,105,56,31,59,142
NM_001101376,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
NM_001159936,9,4,13,11,8,2,2,7,2,1,0,6,12,8,15,3
NM_152498,13,4,16,41,8,4,5,35,12,8,3,35,24,16,30,37
NM_144626,0,0,0,3,0,0,0,1,1,0,1,1,0,0,0,0
NM_001164829,1,1,5,0,0,0,0,0,1,0,1,0,0,0,0,0
NM_005424,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0
NM_005373,1,0,3,1,1,0,1,6,4,1,2,0,2,2,5,5
NM_001255,39,18,39,123,66,32,43,96,41,25,24,151,52,26,73,171
NM_001256401,39,18,43,99,48,26,35,102,16,6,15,177,84,42,74,157
NR_046117,34,17,37,108,36,17,32,112,21,11,15,181,83,45,73,165
NM_001001653,61,31,64,57,41,17,36,59,38,23,30,101,104,55,100,109
NM_001365999,53,28,59,51,31,13,34,60,29,18,23,114,99,52,83,116
NM_001329137,1,0,2,3,0,0,0,2,0,0,0,0,1,1,2,3
NM_002840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NM_014663,34,17,35,51,45,26,36,69,36,21,20,91,117,67,133,86
NR_033827,87,55,85,371,133,65,118,277,74,39,42,504,152,83,161,542
NM_001270466,94,54,79,336,130,63,113,272,65,35,36,373,141,81,171,488
NM_174970,96,53,84,335,133,66,119,267,65,35,35,387,134,77,173,485
NR_125986,9,3,8,9,5,3,1,8,10,5,5,26,7,2,13,27
NM_057090,38,19,52,119,26,14,27,93,31,18,20,128,36,20,30,90
NM_014652,19,10,21,36,5,3,5,16,19,9,8,36,17,8,20,16
NM_001319168,15,9,13,62,21,10,18,31,24,14,12,85,32,16,32,68
NM_001294333,71,28,99,295,95,39,66,140,98,56,51,462,155,77,155,448
NM_003780,38,16,41,129,31,12,21,88,23,14,19,298,34,16,34,119
NM_001349127,79,38,71,225,82,43,74,135,60,39,30,382,73,39,87,369
