Eli__repA_counts.bed,Eli__repB_counts.bed,Eli__repBss_counts.bed,Eli__repC_counts.bed,Elizabeth__repA_counts.bed,Elizabeth__repB_counts.bed,Elizabeth__repBss_counts.bed,Elizabeth__repC_counts.bed,Eric__repA_counts.bed,Eric__repB_counts.bed,Eric__repBss_counts.bed,Eric__repC_counts.bed,Ethan__repA_counts.bed,Ethan__repB_counts.bed,Ethan__repBss_counts.bed,Ethan__repC_counts.bed
NM_004465,5,2,3,71,8,4,5,25,3,2,3,36,11,3,14,25
NR_108034,1,0,1,16,0,0,0,4,0,0,0,3,1,1,1,1
NR_131946,0,0,0,2,0,0,0,2,0,0,0,7,4,3,4,3
NR_109862,448,228,509,815,404,218,270,440,451,261,260,1428,633,314,572,592
NM_016640,77,40,77,163,80,39,56,89,91,59,61,538,107,64,105,113
NM_021072,80,42,121,455,124,67,94,141,89,51,59,476,135,73,133,236
NM_198449,287,152,322,470,255,129,191,219,334,200,190,718,237,129,214,378
NM_001178055,3762,1869,3991,6924,3599,1926,2685,3716,3065,1750,1769,9355,4510,2398,4367,5156
NR_046243,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1
NM_002202,0,0,0,4,0,0,0,0,0,0,0,3,1,0,1,0
NR_147166,31,19,29,67,4,3,6,23,8,3,4,64,22,11,26,32
NM_015946,257,147,303,675,170,90,129,172,176,103,87,738,385,211,337,396
NR_073103,79,40,99,251,67,36,49,97,102,58,55,280,103,54,95,160
NM_004531,67,29,65,271,59,34,50,95,85,49,40,416,83,44,92,108
NR_104654,14,7,10,24,19,14,14,18,15,9,10,72,21,12,13,34
NM_006350,0,0,0,3,0,0,0,4,0,0,2,0,0,0,0,1
NM_002495,1461,719,1633,2927,1422,764,1081,1534,1390,794,751,4835,1827,996,1752,2161
NR_147168,25,15,32,94,32,16,24,28,37,24,25,79,52,30,44,64
NM_019087,2045,1014,2222,3616,2545,1343,1816,2453,2261,1280,1310,6830,2081,1077,1975,2739
NR_126379,81,43,93,240,64,35,57,67,96,52,42,568,64,30,48,168
NM_052870,1,1,3,8,3,1,0,4,5,5,2,36,6,1,3,10
NR_104658,29,14,35,82,8,5,6,35,8,3,4,50,59,25,52,40
NM_001135604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002104,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
NM_006144,0,0,1,3,0,0,0,1,2,1,0,6,1,1,6,1
NM_001145734,14,10,13,35,17,10,18,14,1,0,0,25,15,9,10,35
NM_001306201,0,0,0,9,0,0,1,4,1,0,0,5,5,2,3,4
NM_001190787,1,0,0,4,1,1,1,1,1,1,1,5,0,0,0,5
NM_001345965,628,290,664,1275,566,316,423,795,609,342,348,2535,713,382,702,927
NM_015360,2312,1171,2533,4795,2325,1248,1690,2565,2273,1361,1321,8878,3331,1671,3096,4124
NR_103485,921,445,1044,1983,930,449,687,992,919,534,535,2819,1242,617,1177,2125
NM_003711,920,444,1043,1968,930,449,686,991,917,532,533,2809,1242,617,1175,2124
NR_001575,18,13,27,51,18,6,11,28,22,10,17,140,24,10,13,53
NM_001349385,649,341,740,1256,651,349,531,740,654,363,389,2275,846,440,869,1019
NM_173514,649,341,740,1256,651,349,531,740,654,363,389,2274,846,440,869,1019
NM_001166533,26,13,41,166,51,33,41,32,30,20,19,198,70,37,63,90
NM_024415,26,13,41,168,51,33,41,32,30,20,19,198,70,37,63,90
NM_001297570,19,5,24,85,19,11,17,40,8,5,10,81,18,9,20,56
NM_002184,2302,1203,2593,3695,2081,1102,1698,1720,1814,1059,1063,5357,2477,1282,2454,2371
NR_102755,43,22,56,110,23,12,21,53,36,20,23,263,68,40,60,94
NM_024669,78,39,103,356,114,55,77,132,64,27,36,345,119,56,135,271
NR_104664,8,4,16,13,11,5,7,4,7,4,4,16,13,6,11,28
NR_161255,51,31,66,173,40,18,25,65,28,18,20,176,21,9,28,266
NM_005921,922,452,1039,1611,683,360,520,678,672,391,399,2030,1157,621,1124,1403
NM_001323022,92,37,87,170,106,56,78,135,132,78,85,450,120,63,104,243
NM_001323019,57,25,42,94,39,20,31,79,42,28,26,282,52,26,46,111
NM_001297598,371,180,372,806,450,229,373,516,338,193,187,1522,409,206,368,645
NM_001331037,2562,1333,2851,5588,2771,1460,2055,2734,2630,1501,1548,9687,3762,2026,3650,4232
NM_022913,2554,1331,2843,5572,2762,1452,2048,2731,2609,1490,1541,9663,3732,2010,3617,4212
NR_120607,3,0,8,52,0,0,0,17,9,5,6,57,15,9,15,50
NR_104668,0,0,0,10,2,1,3,0,0,0,0,1,0,0,0,0
NR_109900,0,0,1,3,0,0,0,0,0,0,0,7,0,0,0,2
NR_104669,0,0,0,2,0,0,0,1,0,0,0,0,4,4,3,7
NM_001252226,3,1,7,8,1,1,6,3,3,1,3,14,13,7,14,12
NM_001304428,2,0,2,3,4,1,4,2,0,0,0,6,0,0,0,0
NR_109904,9,4,4,25,4,2,6,9,5,2,2,27,14,8,6,15
NM_001317915,63,35,66,266,90,46,63,92,50,25,25,282,87,41,80,165
NM_001364599,16702,8308,18276,27038,22728,11856,17147,21279,25183,14484,14748,66836,21643,11339,20977,28909
NM_001364600,11773,5835,13068,19441,15638,8176,11762,15562,17669,10154,10355,47328,14459,7599,14232,19725
NM_001364601,3373,1680,3672,5424,4058,2143,3059,4264,5026,2895,2981,13640,3209,1669,3348,4998
NR_024617,1589,792,1736,3209,2427,1275,1723,2472,2329,1293,1257,8149,2701,1416,2470,4059
NR_028508,79,50,95,135,128,65,82,86,126,67,78,318,139,69,126,164
NM_001145208,734,366,834,1614,706,378,577,982,765,461,431,2144,834,433,843,1532
NM_001104558,108,57,135,264,211,120,174,184,108,66,58,354,287,163,299,288
NM_001297618,108,57,135,264,211,120,174,184,108,66,58,354,287,163,299,288
NM_000082,846,440,1024,1640,974,490,688,1038,719,416,436,2291,946,487,978,1648
NM_001007234,597,309,711,1078,671,338,470,722,525,305,301,1565,660,341,697,1026
NM_174889,1407,716,1517,2731,1471,748,1067,1446,1514,869,901,4036,1814,971,1671,1945
NM_001048249,98,44,127,235,111,57,76,81,100,63,72,747,108,58,106,120
NR_109908,238,126,259,737,236,128,195,330,244,135,150,1278,382,206,361,650
NR_146624,2,1,3,15,0,0,2,3,1,1,5,8,1,1,3,5
NM_020928,1448,732,1578,2842,1095,584,826,1050,1486,843,839,4435,1443,747,1381,1382
NR_161251,24,6,29,75,24,17,8,17,6,4,5,88,21,11,25,61
NR_126525,27,8,36,91,26,18,8,22,9,7,6,92,25,14,31,64
NR_109910,4,0,11,28,10,5,4,2,4,3,1,18,12,7,8,12
NM_001243952,2155,1098,2570,4475,3264,1714,2461,3516,2215,1295,1365,7892,3345,1778,3229,4417
NM_001348077,654,332,703,1466,1038,528,720,1036,646,356,340,2533,842,455,827,1376
NM_016338,1549,769,1696,3058,1735,907,1262,1885,1672,968,1012,5402,2059,1063,1888,2510
NM_178532,44,17,45,212,20,11,12,37,17,8,8,34,21,10,25,83
NM_001029875,15,11,21,90,14,5,13,59,14,10,6,87,26,16,18,24
NR_073511,2,2,2,21,2,0,1,12,1,1,0,13,1,1,3,0
NM_001164442,63,35,64,152,75,40,55,97,66,38,40,287,76,46,69,187
NM_173829,894,468,951,1694,785,407,581,1033,833,486,484,3105,970,483,939,1269
NM_001297645,450,215,496,701,379,197,282,461,370,217,244,1162,446,244,433,491
NM_001364478,996,489,1101,1902,988,537,748,1135,970,570,573,2897,1181,643,1131,1363
NM_197941,2127,1038,2430,4914,2109,1116,1589,2201,1430,814,870,4750,2035,1105,1933,1811
NM_001349369,936,482,1089,1737,1088,544,810,1080,1043,600,585,3023,1086,555,1019,1460
NM_001278926,793,396,875,1650,826,423,644,771,770,458,452,2938,918,507,948,1144
NM_015342,784,390,868,1650,823,423,639,770,768,457,451,2918,916,505,946,1143
NM_001656,479,232,478,1087,475,253,355,597,465,262,294,2023,590,298,634,769
NM_001243737,635,309,626,1383,640,326,474,723,582,335,347,1616,669,354,650,966
NM_001365341,74,38,58,143,89,45,59,66,60,33,33,132,48,28,41,75
NM_019072,616,302,696,1474,587,302,474,703,494,280,278,1889,940,499,886,1168
NM_020726,619,300,665,1189,691,356,510,840,608,335,336,1871,829,459,800,1156
NM_001006600,5310,2682,5854,10678,5811,3038,4355,6090,5480,3250,3224,19030,6176,3264,6114,7069
NM_001253698,5357,2699,5916,10802,5868,3069,4399,6189,5544,3288,3256,19232,6258,3310,6190,7131
NM_001270492,1785,907,1966,3306,1900,1036,1329,1693,1702,1014,968,5193,1999,1047,1952,2331
NM_139168,1757,889,1936,3230,1865,1020,1295,1652,1658,985,944,4992,1935,1006,1902,2259
NR_146488,2,2,4,3,0,0,6,5,0,0,0,3,2,2,5,1
NR_105001,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0
NM_198828,52,21,74,356,68,33,57,86,75,46,56,285,99,52,92,207
NM_005582,179,94,179,404,108,71,82,104,145,77,67,204,330,163,300,630
NR_147169,2,2,8,18,2,1,1,6,0,0,0,10,3,2,4,2
NR_130779,0,0,0,1,1,0,1,0,0,0,0,0,1,1,2,0
NR_105003,0,0,0,13,9,4,9,3,2,2,4,14,7,4,4,7
NM_181523,1987,983,2212,5008,2532,1313,1888,2659,1949,1120,1156,7213,2743,1468,2638,4516
NR_130778,15,6,13,62,16,5,21,12,13,9,10,93,16,6,14,47
NM_024055,195,86,216,482,167,87,128,198,213,118,122,1121,333,157,275,363
NM_001354845,279,137,282,536,272,128,187,282,283,165,166,1173,326,171,306,557
NM_022909,129,60,137,331,128,77,105,173,155,95,102,722,126,72,124,338
NM_001297697,537,291,562,1465,589,329,475,662,509,294,304,1932,682,350,643,1118
NM_001015891,553,284,636,1218,586,330,480,577,535,303,290,2256,531,262,551,1113
NM_001015892,192,104,226,315,174,98,160,163,197,121,90,664,171,79,167,304
NM_133343,798,411,907,1816,892,473,682,999,812,467,435,3494,1109,578,1076,1686
NM_001244734,192,103,186,461,361,185,239,342,176,108,101,784,248,121,251,465
NM_002538,906,481,1000,1977,1431,781,1072,1150,714,383,431,2868,691,374,630,1523
NM_001042490,948,471,1127,2072,1034,567,826,1154,1164,678,716,3547,1467,800,1497,1587
NR_029426,3980,2010,4728,8286,4942,2661,3876,5490,3482,2003,2134,11750,4331,2277,4384,6879
NM_022968,155,81,160,241,123,59,85,131,78,48,45,382,79,39,77,117
NM_001178087,155,81,160,241,123,59,85,131,78,48,45,382,79,39,77,117
NM_022875,1149,590,1091,2020,1221,655,918,1051,691,383,405,2506,925,500,831,1154
NM_021967,361,178,407,770,318,166,232,491,246,135,153,808,278,140,259,305
NM_022978,361,178,407,770,318,166,232,491,246,135,153,808,278,140,259,305
NM_001297715,1159,593,1112,2047,1236,664,929,1070,706,394,417,2557,940,511,852,1176
NR_026578,201,92,191,391,233,114,194,211,160,78,85,496,111,60,117,268
NR_027028,185,76,197,372,262,145,171,310,159,87,97,504,277,135,214,464
NR_003922,4,3,4,7,3,2,0,0,2,1,4,4,2,2,1,6
NM_001363147,1381,695,1454,2404,1324,712,969,1309,1310,797,781,3871,1562,818,1437,2017
NM_005909,246,114,285,336,163,81,113,143,102,60,55,232,145,73,153,270
NM_001286751,3053,1538,3330,6772,1900,986,1372,2426,2829,1608,1710,9667,2845,1449,2844,4640
NM_001284404,344,159,406,693,370,171,321,481,345,193,193,1138,470,246,387,806
NM_024754,486,232,564,937,608,293,497,660,478,266,267,1474,663,345,534,1175
NM_152625,399,224,406,896,621,327,408,635,613,353,331,2624,544,287,563,2768
NR_105008,6,2,12,18,18,9,6,25,17,7,9,57,3,2,7,20
NR_105007,27,11,41,136,31,15,22,58,33,16,16,103,53,27,39,118
NM_002270,2507,1285,2830,4960,2727,1440,2035,3262,2572,1442,1505,9251,3189,1702,2915,4553
NM_001364295,2576,1309,2934,5196,2847,1499,2120,3400,2655,1487,1568,9636,3331,1777,3066,4781
NM_001364296,532,279,632,1048,651,339,470,677,535,296,335,2159,618,322,555,949
NM_138782,68,35,62,241,96,50,76,115,88,55,55,423,80,37,80,187
NM_001161342,0,0,1,8,0,0,0,2,1,1,0,8,0,0,0,5
NR_134252,1,0,2,2,0,0,1,2,0,0,0,15,0,0,0,7
NR_134291,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NR_126410,2,1,10,40,13,8,3,5,0,0,0,46,4,3,5,9
NM_001207,248,133,280,390,264,142,214,216,262,148,128,800,281,163,261,232
NM_023039,227,122,226,612,212,112,151,251,230,125,137,1609,305,154,298,376
NM_001284430,188,87,243,357,159,87,130,187,235,142,113,646,183,98,180,247
NM_032175,188,87,243,357,159,87,130,187,235,142,113,646,183,98,180,247
NM_001080479,259,132,265,688,449,236,307,332,186,113,124,783,507,275,493,1118
NM_001244364,74,38,76,210,119,61,81,87,64,36,39,231,138,67,132,323
NR_105010,0,0,1,10,1,1,2,5,2,1,1,16,3,1,0,5
NR_126354,25,14,46,149,41,29,43,81,18,12,9,99,20,17,33,62
NM_001256576,216,117,242,413,174,93,126,518,64,37,35,224,176,82,172,293
NM_001292004,417,217,524,1011,431,237,300,523,380,229,219,1481,526,272,466,849
NR_104006,704,353,742,1332,637,342,496,756,663,366,409,2329,737,406,734,1086
NM_170681,401,188,408,720,392,207,284,456,391,211,246,1276,445,228,407,529
NM_001364506,179,81,219,209,184,92,101,116,189,114,99,503,187,101,152,320
NM_015566,540,265,575,912,722,395,500,509,880,490,481,3523,1050,554,1050,3054
NM_001366737,22,11,26,79,30,21,19,26,8,4,7,51,54,32,33,41
NM_001164443,109,59,98,299,96,50,81,118,57,32,39,391,112,58,93,240
NM_001130996,944,511,997,2650,970,519,741,1101,1016,584,584,4500,1437,758,1430,1767
NM_031361,3837,1893,4160,9252,4136,2174,3115,4020,3731,2057,2212,16877,5907,3106,5708,7052
NM_001130105,3710,1827,4045,8959,3984,2087,2988,3897,3606,1986,2147,16423,5690,2993,5513,6838
NM_016218,2200,1148,2379,5071,2422,1278,1832,2485,2181,1298,1285,9336,2959,1588,2928,3854
NM_001276713,343,176,405,534,373,192,251,315,343,199,221,1033,365,188,341,588
NM_001099271,712,369,832,1529,543,308,366,703,638,364,414,2612,815,441,777,1151
NM_152408,631,318,736,1365,499,279,327,637,580,335,369,2273,737,400,702,1023
NR_149046,34,17,37,54,7,6,4,14,13,5,11,56,42,21,32,29
NM_014979,588,281,623,900,257,147,164,190,264,167,170,750,366,200,307,473
NM_006633,3380,1735,3728,6974,1420,750,1101,1733,2633,1507,1495,8801,5575,2921,5437,6982
NM_001256566,112,67,101,200,54,27,43,65,125,71,86,333,186,102,185,224
NM_001992,24,10,18,48,33,19,23,105,47,29,25,149,138,74,122,160
NM_005242,5,2,2,16,6,5,5,4,3,2,1,39,4,1,4,19
NM_130772,92,39,74,241,76,44,49,84,71,41,38,308,94,50,109,186
NM_001882,5,1,18,38,3,3,3,16,7,3,4,45,9,4,7,13
NM_018046,384,187,378,930,325,171,249,490,476,251,264,1840,563,334,519,847
NM_001329564,215,103,211,547,211,103,156,235,142,79,87,509,214,104,233,494
NR_024398,82,44,76,223,96,59,73,84,72,44,32,240,132,78,133,183
NM_001349752,305,160,345,885,231,104,199,369,261,141,137,931,302,156,320,723
NM_001349753,276,150,311,798,217,98,181,321,224,122,121,784,269,142,284,650
NM_018268,737,361,827,1465,518,262,411,611,603,352,360,2248,789,435,687,1141
NM_032109,34,21,57,132,73,41,48,106,48,29,19,165,73,39,64,239
NM_001297738,1936,971,2065,4268,2267,1164,1690,2629,1981,1122,1091,8388,2777,1452,2719,3724
NM_001297740,1940,972,2071,4272,2269,1166,1698,2631,1981,1122,1091,8389,2780,1452,2723,3734
NR_105012,61,32,67,135,63,39,50,92,53,34,13,91,80,36,72,129
NM_001271769,3988,1933,4345,8786,4567,2379,3222,5044,4143,2377,2329,14195,5608,3019,5516,7258
NM_003664,3969,1927,4337,8756,4554,2369,3213,5034,4122,2363,2319,14175,5587,3003,5497,7245
NR_110885,998,487,1157,2035,1123,576,914,1277,1184,654,716,3760,1302,685,1352,1763
NM_005779,3131,1537,3344,7725,2567,1343,1959,2632,3206,1810,1889,12982,3435,1747,3309,7428
NM_000046,1079,521,1240,2113,783,386,574,704,708,397,416,1915,1272,680,1239,1699
NM_198709,964,465,1087,1872,680,330,524,650,654,366,387,1793,1085,567,1097,1515
NM_013391,29,13,29,132,21,12,19,43,55,26,38,155,18,6,10,94
NM_017614,20,13,10,47,8,5,7,16,9,6,4,60,2,1,7,48
NM_001713,23,11,22,76,22,11,15,22,10,5,14,71,6,3,7,44
NM_152405,1360,721,1484,2889,1012,551,819,1142,1251,722,729,5713,1669,877,1506,1972
NM_004272,525,237,587,1087,610,304,405,563,677,373,355,2432,502,256,482,948
NM_001277078,505,228,573,1041,588,292,393,536,656,361,353,2360,494,253,465,905
NM_001114394,3462,1755,3693,6043,3398,1788,2477,3039,3341,1889,1935,10766,4425,2379,4161,4154
NM_001349553,3459,1752,3692,6043,3396,1786,2476,3039,3330,1883,1923,10765,4423,2379,4157,4154
NM_153610,227,117,278,584,243,125,183,267,168,94,104,692,316,155,305,446
NR_131226,1,0,2,34,3,1,1,15,9,3,4,28,9,5,3,15
NM_001363818,214,115,247,466,198,112,150,220,263,155,149,1014,243,122,252,421
NM_001306213,155,84,146,391,143,81,116,128,176,105,92,545,221,125,217,391
NR_109930,8,3,8,38,2,1,2,13,16,11,9,57,15,10,8,26
NM_001174071,311,165,331,725,329,166,214,432,382,203,209,1868,613,340,616,1098
NM_001284237,261,138,322,652,284,145,240,310,301,177,161,1285,360,189,324,397
NM_205548,64,38,45,107,43,14,31,44,35,20,21,129,23,11,46,68
NM_001004441,1,0,0,13,1,1,0,2,1,1,0,14,3,2,2,18
NR_125754,53,26,58,77,51,19,29,45,107,65,97,111,39,18,42,68
NR_110936,10315,5091,11912,7791,8191,4214,6778,3603,6790,3799,4108,7726,11055,5651,11289,6800
NM_002439,1490,743,1614,2919,2085,1125,1512,2125,1655,967,919,5032,2105,1139,1971,2676
NR_105015,9,3,7,31,3,3,3,13,7,5,0,25,16,10,13,14
NM_006909,134,62,142,473,159,77,146,174,128,74,79,591,184,98,191,318
NM_001099736,243,114,233,513,275,149,206,335,239,141,97,904,375,209,330,711
NR_034123,432,218,432,796,433,226,333,410,392,216,199,1418,552,299,540,931
NM_032280,197,100,198,432,180,91,144,178,180,115,90,1115,219,120,236,325
NM_001131035,207,105,203,441,185,92,145,182,183,115,94,1150,221,121,245,337
NM_130767,34,15,37,119,37,18,26,33,27,21,18,127,62,38,60,45
NM_001256735,6075,3035,6642,13395,8062,4248,6109,9482,7748,4338,4539,30874,8902,4640,8476,11199
NM_001131028,2077,1082,2244,3672,2149,1087,1741,2124,2235,1289,1230,6487,2679,1420,2568,3412
NM_001025,820,413,937,1335,811,427,606,825,828,473,449,2195,846,445,823,1494
NM_001349373,575,308,642,1100,605,328,462,441,967,590,566,2770,869,478,806,951
NR_105016,0,0,0,3,3,1,1,1,3,1,0,13,4,1,2,5
NM_174909,753,398,825,1545,682,344,535,759,685,409,406,2681,888,482,808,1130
NM_022550,1508,765,1762,3062,1515,812,1159,1485,1706,1023,941,5044,2147,1137,2076,2365
NM_001318013,1288,642,1513,2588,1271,680,999,1253,1543,922,858,4343,1884,1010,1848,2069
NM_001164097,603,337,679,1658,1237,651,923,654,237,119,130,571,648,368,607,563
NM_001126336,603,337,679,1657,1236,650,923,654,237,119,130,571,647,367,607,563
NR_136215,197,117,241,400,358,184,265,158,58,22,28,140,150,89,170,123
NM_001884,12,8,18,49,7,4,2,18,8,6,3,52,16,7,9,40
NM_005711,128,60,152,453,132,70,88,126,70,34,30,433,129,76,104,201
NM_001278642,128,60,152,453,132,70,88,126,70,34,30,433,129,76,104,201
NR_003719,0,0,0,22,2,1,1,14,10,6,1,0,5,4,2,33
NM_001867,108,47,93,143,119,69,88,91,85,50,32,341,114,62,93,100
NR_105018,125,54,133,369,87,45,64,117,119,60,79,728,123,57,157,278
NR_130914,57,22,58,132,23,10,21,42,35,17,28,272,27,12,41,100
NM_002890,3964,1997,4439,8437,3217,1772,2417,3723,4070,2397,2417,15569,5433,2890,5244,5979
NM_022650,3889,1954,4368,8322,3190,1763,2406,3670,4004,2360,2375,15255,5351,2848,5171,5872
NR_157069,3822,1911,4101,8322,3235,1793,2482,3858,3792,2242,2206,14937,5180,2720,5019,6183
NR_130929,211,109,204,429,171,98,121,154,172,91,83,493,247,133,262,485
NM_001363539,1288,650,1351,3018,1115,623,829,1374,1305,752,722,5728,1688,838,1626,2345
NM_001199189,915,462,958,2155,772,426,609,960,952,550,520,4252,1153,576,1122,1665
NR_149089,0,0,0,6,2,1,0,0,0,0,0,1,1,0,1,2
NM_001349407,1470,751,1670,2840,1474,758,1138,1724,1636,928,925,5190,1783,963,1719,2634
NM_001289007,1389,710,1594,2671,1385,715,1071,1605,1544,867,881,4903,1681,911,1628,2390
NR_039993,1833,928,2096,4175,1701,894,1293,1988,2018,1165,1173,7786,3050,1592,2917,3310
NR_105021,62,31,67,172,35,24,33,53,45,26,29,269,98,49,105,99
NR_152235,101,52,120,350,107,44,85,221,231,120,143,1254,152,75,188,800
NR_152233,48,27,59,136,44,15,38,137,149,78,85,777,73,35,82,576
NR_146284,1747,891,1957,5159,2128,1153,1644,3020,2359,1297,1379,10732,2363,1231,2296,4791
NM_001364329,19743,9979,22398,53033,19226,10083,14443,27695,24822,14241,14247,114749,29091,15214,28161,45312
NM_001193347,19891,10073,22617,53439,19421,10184,14580,28033,25064,14384,14375,115506,29448,15422,28471,46021
NM_001363581,10710,5420,12171,27066,10303,5399,7837,13936,13348,7642,7639,56329,14816,7754,14330,24004
NR_109941,2016,1021,2259,4989,2095,1108,1617,2932,2437,1443,1373,9438,3473,1859,3364,5018
NR_109940,871,433,966,1702,916,482,712,1012,1009,594,618,3040,1342,738,1315,1493
NR_120601,33,11,42,112,53,24,41,60,26,16,14,139,51,28,41,61
NM_004365,119,54,141,318,163,92,119,149,186,112,113,930,212,114,208,208
NM_203406,201,106,264,538,173,91,138,196,220,132,124,1157,207,103,218,410
NM_001370354,710,360,670,1356,612,332,469,666,741,401,404,2730,710,368,746,1015
NM_198273,513,256,619,1695,500,258,331,663,671,386,376,3190,888,468,893,846
NM_032119,320,148,337,1211,259,130,206,527,337,197,204,1430,399,205,465,959
NR_103548,10,6,3,30,6,4,2,14,2,1,0,15,16,14,25,19
NR_138072,811,408,911,2727,312,164,244,1865,868,512,541,6300,990,502,1092,2900
NR_027435,651,333,698,2204,374,202,291,1626,680,403,418,4624,957,502,1003,2388
NR_021491,140,70,147,491,219,99,151,351,75,37,42,235,111,67,111,178
NM_005654,1,0,1,1,1,0,2,3,0,0,0,4,0,0,0,3
NM_001163417,4633,2304,5175,8681,4115,2143,3152,4107,4985,2826,2912,14327,5270,2761,5100,6346
NM_153216,66,36,84,112,20,10,14,39,53,28,35,125,68,36,48,79
NM_001145678,756,381,791,1593,752,395,525,800,690,388,396,2456,977,495,920,1546
NM_032290,396,192,456,953,346,176,249,541,479,288,265,1766,513,257,522,669
NM_024717,2213,1100,2502,4273,1802,925,1416,3899,2164,1204,1217,10067,3221,1661,3067,6813
NM_152548,112,58,97,227,106,46,77,70,68,38,37,206,130,67,110,161
NM_014639,1730,862,1985,3338,1836,965,1289,1797,1670,1009,1012,5932,2500,1318,2402,2436
NM_198150,220,103,235,632,302,171,229,336,222,126,145,1224,428,225,405,616
NM_001131066,46,20,41,64,21,9,27,38,29,19,20,210,61,26,71,95
NM_173362,38,15,35,52,21,9,22,32,26,17,18,195,40,18,57,81
NR_125328,128,65,143,305,114,56,81,148,107,75,62,489,213,107,218,240
NM_001349303,329,167,364,852,261,127,184,245,191,117,108,768,581,296,539,441
NM_014899,946,505,991,2049,525,288,438,393,418,249,234,1305,1406,742,1319,889
NM_001243659,317,149,359,730,446,227,290,373,256,143,144,810,664,328,642,553
NR_157807,61,41,74,123,47,22,31,69,35,20,22,164,86,43,97,97
NR_026936,3,1,5,15,8,2,4,4,5,3,1,29,11,5,18,7
NM_012081,4342,2181,4687,6366,3083,1611,2320,4641,3996,2303,2391,8896,7220,3793,6830,4800
NR_130776,1040,523,1094,1874,1186,646,920,1491,1166,676,705,3015,1669,870,1551,1440
NM_000439,54,24,57,120,67,29,60,87,41,25,33,124,95,52,90,123
NM_001177875,54,24,56,119,64,29,58,86,38,22,31,116,93,50,88,123
NM_001042442,1578,793,1693,3277,1827,990,1317,2108,1512,898,884,5029,2018,1065,2030,3221
NR_104285,732,366,810,1489,763,411,559,871,684,408,381,2085,756,384,821,1284
NM_001349244,1434,716,1551,2797,1512,804,1105,2031,1428,828,770,4415,1645,811,1674,3018
NM_001198541,1041,535,1144,2380,1227,638,906,1725,1150,651,635,4007,1410,697,1447,2682
NM_001329233,474,237,512,1041,518,298,400,574,417,253,204,2152,561,303,553,762
NM_005575,5490,2807,6030,10281,7475,3943,5409,6799,4307,2458,2576,15463,7384,3847,6995,7415
NM_153234,16,7,15,54,30,15,28,18,15,9,8,51,26,17,15,48
NM_018343,580,287,624,1430,475,246,339,614,649,378,392,2377,826,458,787,933
NR_105028,569,284,649,1244,360,187,237,516,379,237,214,934,391,209,364,674
NR_146299,228,110,240,684,146,77,120,298,137,91,87,500,202,98,195,323
NR_146477,31,12,40,150,24,14,28,53,20,14,13,127,53,24,32,63
NM_001366510,213,115,233,493,352,189,247,580,241,134,154,918,222,124,241,559
NR_033932,12,5,15,16,13,5,8,21,22,12,13,27,5,3,11,20
NM_001270,2443,1202,2719,4408,2235,1196,1753,2588,2480,1387,1454,8664,2575,1360,2651,2969
NR_157078,2662,1327,2934,4831,2416,1272,1904,2904,2691,1514,1588,9779,2841,1500,2898,3506
NR_151718,369,202,457,1271,457,241,321,515,409,235,236,2639,620,308,603,1217
NR_110562,39,19,46,114,49,26,31,77,40,20,24,114,55,32,36,83
NR_027503,83,40,111,182,136,62,103,117,74,43,29,271,156,78,155,169
NM_198507,304,145,349,666,254,124,181,349,340,201,201,1342,450,230,398,468
NM_005668,5494,2789,6005,12393,5689,2996,4282,7253,5747,3303,3244,22210,6757,3538,6409,9873
NM_180991,102,51,114,275,5,4,6,11,33,20,21,203,44,24,47,77
NM_173488,24,15,31,143,28,12,32,66,17,10,5,136,27,11,35,89
NR_047462,11,7,15,15,13,12,6,11,7,6,6,43,15,8,11,14
NR_103753,7,4,17,40,17,7,6,22,11,7,5,64,30,15,21,8
NM_001319943,5252,2694,5861,10531,5008,2693,3602,5291,5703,3287,3198,15664,9542,5096,9183,8707
NR_157231,3734,1881,4178,7457,3501,1873,2546,3743,3928,2246,2192,11554,6886,3651,6637,6209
NR_134299,198,107,224,402,175,89,124,223,217,122,140,992,227,120,222,336
NM_001276277,1039,520,1113,2130,840,454,645,1092,1068,619,628,3879,1381,729,1377,1675
NM_033211,124,69,133,298,145,78,109,191,261,163,143,798,300,147,245,445
NR_104670,7,5,10,44,12,5,12,9,18,9,5,62,20,9,12,34
NM_001300741,48,25,56,97,43,24,23,51,16,7,17,139,84,46,83,52
NR_104671,47,25,51,170,68,32,45,71,52,26,21,199,60,25,61,126
NM_001962,1226,602,1375,2247,7644,3996,5672,4553,1907,1094,1214,4747,3666,1890,3537,4425
NM_001163315,2557,1299,2839,5084,2602,1430,1919,2605,3063,1711,1880,9616,2860,1498,2804,3760
NM_005246,4290,2186,4738,8364,4079,2159,3038,4295,3887,2259,2275,13098,5438,2849,5263,6356
NM_001308038,917,453,1060,1735,833,451,613,859,725,447,490,3221,982,517,958,1373
NR_149040,539,268,615,1041,550,321,394,575,400,225,276,1188,848,438,802,1160
NM_014819,2060,1029,2298,5138,2219,1182,1651,2365,2283,1309,1360,10815,3363,1763,3186,3893
