Eli__repA_counts.bed,Eli__repB_counts.bed,Eli__repBss_counts.bed,Eli__repC_counts.bed,Elizabeth__repA_counts.bed,Elizabeth__repB_counts.bed,Elizabeth__repBss_counts.bed,Elizabeth__repC_counts.bed,Eric__repA_counts.bed,Eric__repB_counts.bed,Eric__repBss_counts.bed,Eric__repC_counts.bed,Ethan__repA_counts.bed,Ethan__repB_counts.bed,Ethan__repBss_counts.bed,Ethan__repC_counts.bed
NM_005529,262,116,298,949,312,154,241,475,374,207,246,2156,931,489,869,1778
NM_007352,6,5,8,33,12,6,6,8,7,4,4,41,10,9,8,13
NM_005747,4,3,8,36,8,4,3,7,6,2,7,30,4,2,8,14
NR_023918,172,89,240,389,238,129,199,282,173,101,94,733,227,123,246,382
NM_044472,2013,998,2108,3918,2558,1312,1850,2443,1747,1005,939,6265,2866,1494,2717,3694
NM_030761,434,202,490,1037,624,321,459,598,335,183,210,834,596,298,583,1089
NM_014870,669,345,752,1426,709,386,500,655,621,355,375,2236,882,486,858,1327
NM_001006943,3,0,5,15,2,2,2,5,1,1,1,15,5,4,8,12
NM_001347465,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
NM_001347620,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
NM_000491,0,0,0,5,2,1,0,1,0,0,0,1,0,0,0,0
NM_017449,83,42,76,241,132,67,98,202,71,43,29,179,83,46,102,171
NM_001289974,0,0,4,18,1,1,0,15,7,6,1,9,1,0,4,13
NM_001242521,7,2,6,20,3,1,2,12,2,1,1,25,3,1,4,13
NM_015013,1358,685,1545,3139,1946,1019,1390,2025,1728,1033,1000,6331,2105,1108,2065,2806
NM_001142546,1696,911,1759,3377,2085,1125,1530,2038,1336,772,788,4291,1959,1005,1872,2792
NM_033631,1691,907,1755,3377,2085,1125,1530,2038,1336,772,788,4290,1959,1005,1872,2792
NR_110616,54,27,63,207,103,54,83,116,120,73,73,366,125,62,104,172
NM_001297622,2060,1045,2212,3840,2261,1198,1653,2455,2263,1313,1344,8532,2543,1286,2343,3026
NM_003196,17,8,21,102,17,7,18,32,14,10,6,147,40,20,33,67
NM_001143778,22,11,34,96,17,9,7,33,6,5,6,140,25,15,21,98
NR_110799,76,30,54,133,46,28,32,99,49,21,17,107,46,28,45,116
NM_001348075,31,18,23,114,53,27,38,91,43,32,22,243,56,32,50,159
NM_001199802,988,488,1098,652,977,500,753,521,986,573,563,1191,1076,595,1010,816
NM_000975,1026,506,1117,702,1034,525,780,562,1022,592,595,1324,1143,626,1050,848
NM_003198,824,428,964,2157,1114,585,838,1190,762,440,452,3898,1188,646,1094,2148
NR_038280,541,266,631,1382,885,478,589,822,593,353,352,2129,891,465,836,1383
NM_020362,143,70,172,419,215,108,144,251,201,117,119,1023,223,92,216,409
NM_007260,105,53,126,422,116,51,88,267,104,66,53,647,206,104,150,585
NM_001008216,159,94,187,546,237,140,188,263,162,90,102,807,325,158,280,628
NM_001166059,582,292,603,1656,652,334,453,865,667,381,345,3955,915,490,872,1772
NM_000191,580,290,598,1649,652,334,452,865,659,375,344,3947,915,490,872,1767
NM_000147,230,107,263,819,357,178,287,484,272,150,181,2022,449,233,458,910
NM_001841,2359,1151,2525,5492,2273,1156,1749,2667,1463,844,847,5487,2232,1173,2127,3286
NM_017761,521,267,621,988,532,289,412,638,558,314,385,2231,618,318,587,1003
NR_034035,2281,1137,2445,5329,2942,1539,2191,3293,2729,1539,1551,10461,2633,1392,2654,4328
NM_152372,8,4,13,71,24,11,14,20,16,9,7,74,6,3,9,26
NM_021258,7,3,2,27,6,2,2,8,4,1,1,31,7,4,5,9
NM_170743,811,419,879,2034,657,338,491,1067,814,481,507,3715,728,361,723,2145
NR_027087,1,0,1,18,5,3,5,3,5,4,7,11,7,5,5,8
NM_001195010,63,31,58,249,180,94,141,120,51,23,28,343,126,66,125,283
NM_001199012,273,137,286,670,317,169,263,465,290,168,140,1090,327,162,284,729
NM_001322854,558,268,632,1454,612,327,445,638,591,356,338,2476,657,343,621,1266
NM_001330409,453,217,523,1147,465,244,335,496,486,293,265,2052,522,274,507,1001
NM_001322865,361,172,413,851,349,190,250,369,417,258,223,1600,414,224,398,757
NR_045407,5,1,7,18,0,0,0,3,8,5,5,40,4,3,2,7
NM_001251979,41,23,28,93,36,21,22,32,23,12,12,156,37,19,30,81
NM_001251984,41,23,26,85,36,21,22,29,23,12,12,151,32,17,29,76
NR_109781,11,4,5,19,4,2,3,7,5,3,0,15,6,5,13,4
NM_001010980,16,8,26,106,21,5,11,34,12,5,12,128,24,17,21,86
NR_159391,1410,727,1600,2594,1637,863,1084,1423,1330,733,733,4570,1744,936,1589,2116
NM_013943,2138,1123,2338,3990,3124,1638,2273,3429,2330,1325,1395,7524,2722,1447,2600,4027
NM_001320672,8227,4126,8739,21914,11372,5873,8408,14635,8170,4599,4651,33753,14528,7486,14427,33240
NM_207170,244,109,312,509,292,155,233,217,301,181,175,1229,231,125,305,352
NM_001321772,2234,1083,2479,6124,3299,1713,2512,3885,2422,1372,1453,11273,4112,2176,3796,6997
NR_135786,295,141,333,473,380,208,269,290,318,183,204,1239,312,167,270,404
NM_001282867,687,335,733,1609,1096,565,869,1504,866,481,524,3367,1461,764,1362,2341
NM_014313,485,231,516,1154,567,317,461,637,483,300,256,2146,795,422,739,917
NM_001330430,521,255,549,1116,724,380,594,908,539,304,368,1930,870,461,943,1396
NM_001282564,817,393,886,1784,699,378,513,909,870,506,456,2746,1682,847,1661,1446
NM_015627,163,81,177,480,151,79,111,306,133,67,77,620,161,83,163,591
NM_020379,140,69,146,338,77,36,38,90,149,90,91,579,53,29,82,263
NM_020451,114,58,111,370,109,64,87,228,136,72,78,712,122,64,118,419
NM_001099627,367,185,361,727,396,201,264,445,399,224,209,1200,343,159,334,733
NR_024498,178,89,178,371,229,112,138,244,182,99,100,706,203,101,230,393
NM_001099625,360,183,356,727,396,201,264,443,397,222,207,1198,337,157,325,732
NM_001287490,259,133,297,676,310,178,241,358,255,145,156,962,316,177,305,577
NM_024037,193,105,239,504,249,146,195,279,201,122,118,724,245,133,232,445
NM_178422,222,107,212,525,244,113,195,274,167,95,87,849,311,163,342,630
NM_001145454,549,286,648,1204,675,345,454,776,605,370,334,2492,635,321,603,1570
NM_203399,231,122,269,324,235,128,155,188,212,139,106,554,207,110,208,322
NM_000437,204,111,191,529,264,147,188,220,235,124,143,1116,321,174,316,573
NM_004455,3,2,4,24,12,6,9,10,0,0,0,21,29,19,32,13
NM_001004434,3,2,6,22,2,2,2,11,4,1,1,9,5,1,4,15
NM_032588,4,3,10,30,2,1,1,5,2,2,1,25,3,3,3,35
NM_001243532,285,143,296,718,315,158,213,370,278,158,171,1317,360,188,362,720
NM_152835,257,124,276,644,280,139,199,325,262,153,161,1214,323,170,320,629
NM_024869,0,0,1,13,0,0,0,1,6,4,1,8,0,0,1,3
NM_001364669,0,0,0,5,1,1,2,2,9,5,2,5,0,0,0,2
NM_006314,13,8,17,30,23,15,19,30,13,8,12,84,40,24,30,57
NM_198137,10,4,10,36,9,3,8,5,14,8,8,32,13,9,5,16
NR_110698,1,0,2,7,3,0,0,2,0,0,0,0,4,3,3,2
NM_001281517,489,263,532,1188,648,341,553,814,529,301,306,2016,655,317,599,1335
NM_145345,568,295,589,1221,690,361,506,795,512,289,314,2030,770,393,713,1725
NM_001039775,301,147,310,1128,284,148,206,318,271,161,148,1210,504,260,432,1112
NM_001307925,2,2,6,14,6,2,2,5,0,0,1,23,2,2,0,19
NM_024674,23,10,22,51,27,11,16,39,18,6,11,56,21,11,14,54
NM_001243564,1119,571,1154,2482,925,498,725,1321,963,566,518,3808,1399,729,1314,2659
NR_125953,68,39,84,204,77,43,62,90,56,31,29,407,115,64,95,281
NM_005517,306,128,348,494,335,177,259,256,273,161,153,911,311,151,271,502
NM_002953,1945,1000,2124,4369,2956,1513,2208,2894,1849,1084,986,5693,3568,1889,3385,5635
NM_006015,4924,2501,5413,11002,5807,3016,4274,6307,4460,2584,2562,16172,6503,3416,5888,10671
NM_017837,300,138,321,521,430,214,298,415,225,140,135,754,345,182,298,522
NM_032283,1083,565,1126,2575,1288,674,911,1578,899,517,541,3769,1543,799,1400,2841
NM_018066,599,295,662,1282,647,341,480,712,589,352,325,2527,820,437,807,1230
NM_022078,181,93,161,385,179,96,166,197,153,94,84,666,145,71,155,329
NM_006600,596,300,607,894,660,338,456,588,534,305,276,1577,727,364,701,1046
NM_152365,79,42,80,169,100,57,77,98,52,28,44,242,80,44,85,201
NM_001013642,10,4,17,36,3,1,4,2,2,0,1,25,7,2,4,22
NM_052943,2,1,3,18,0,0,1,0,0,0,0,3,5,3,3,4
NR_046474,1076,562,1172,2192,956,488,700,1087,775,431,445,2729,1293,676,1275,2231
NM_001276252,886,475,971,2386,1177,624,855,1259,843,455,533,3743,1516,805,1374,2147
NM_032125,487,246,470,1135,605,298,459,552,482,281,281,1785,543,289,530,1170
NM_032872,163,85,169,467,125,71,107,234,196,106,119,687,238,142,218,536
NM_001297609,74,36,83,266,105,55,83,122,91,50,44,302,101,46,99,374
NM_003665,2,1,8,22,8,4,10,9,4,0,1,22,13,4,14,17
NM_207397,3,0,3,2,0,0,0,2,1,1,0,8,1,0,0,0
NM_005281,24,14,36,37,22,14,15,34,16,12,17,85,12,5,13,11
NM_006990,3588,1800,3945,7993,4644,2455,3662,5046,3350,1908,1996,13803,5296,2800,5105,7543
NM_001029882,879,429,906,2279,1427,735,1148,1446,606,336,334,2442,1871,961,1864,2516
NM_005248,2061,1019,2301,5592,1878,973,1360,2938,1878,1061,1041,8546,3758,1938,3557,6930
NM_001042747,1431,711,1593,3828,1128,575,834,1878,1193,668,670,5640,2624,1366,2518,4568
NM_002038,147,65,155,278,129,72,87,119,101,61,81,258,244,116,195,281
NM_001143912,303,154,359,623,350,169,227,363,225,117,134,898,378,189,409,526
NM_177424,1259,643,1390,2344,1522,806,1096,1489,1353,773,779,4491,1985,1053,1786,2341
NM_138558,402,195,427,1048,433,223,351,587,413,237,269,2213,524,280,516,936
NM_001039477,1168,588,1242,3049,1336,723,1024,1539,1112,630,723,4877,2692,1428,2483,5250
NM_001105556,1167,588,1242,3049,1336,723,1024,1539,1112,630,723,4877,2692,1428,2483,5249
NM_001355129,520,277,549,1293,540,294,410,604,562,324,302,2269,797,433,738,1139
NM_001009568,18,10,35,131,28,15,21,42,17,14,12,83,35,17,38,58
NM_001304579,31,15,46,165,37,17,34,50,18,15,12,112,44,22,46,85
NM_018053,115,63,111,425,180,90,121,207,165,98,70,835,166,95,168,470
NM_001282562,2101,1033,2425,6081,2805,1459,2030,2873,3232,1814,1917,13476,3159,1638,3137,5250
NM_001282560,1926,957,2255,5750,2553,1324,1869,2685,3016,1691,1775,12975,2943,1516,2930,4833
NM_001164721,622,313,670,1894,566,301,411,508,722,412,452,3532,301,156,292,1538
NM_014280,637,298,730,1395,647,367,610,660,582,343,353,2315,694,367,788,973
NM_031459,309,147,352,1024,440,233,333,567,325,204,187,1782,479,254,448,986
NM_017638,89,44,107,193,103,60,65,76,137,76,103,640,105,53,122,192
NM_001350159,1487,778,1576,2972,1683,856,1230,1843,1506,865,902,4856,1819,960,1696,2762
NR_002909,2933,1554,2994,3444,3275,1778,2253,2405,2842,1662,1619,5925,3210,1729,3008,4298
NR_030725,5141,2637,5473,8029,6237,3288,4422,6504,5028,2947,2889,13033,5958,3156,5603,10797
NR_003109,736,379,867,2227,926,490,709,1118,719,415,394,3726,1104,564,1113,2161
NR_146382,555,283,539,1154,550,281,401,900,539,303,298,1838,647,337,684,1609
NM_152304,9,7,13,48,11,3,4,7,4,4,2,43,16,8,14,17
NM_001135218,314,164,370,821,372,189,254,410,378,228,190,1165,411,207,391,711
NR_146731,80,50,76,131,59,37,42,67,75,45,38,235,73,35,59,130
NM_001319674,584,298,690,1223,616,327,495,617,595,329,351,2063,785,425,746,1169
NM_001173128,1351,676,1461,2659,1591,822,1174,1750,1387,784,859,4958,1718,915,1588,2383
NM_000911,28,12,36,144,37,22,18,38,21,12,11,142,30,20,27,126
NM_203342,1672,854,1838,3658,1293,702,941,1206,2017,1192,1149,7374,2253,1151,2068,3411
NM_203343,1672,854,1838,3658,1293,702,941,1206,2017,1192,1149,7374,2253,1151,2068,3411
NM_001166006,940,476,1116,2199,726,383,503,730,1167,703,653,4411,1305,665,1217,1882
NM_001171868,26,9,20,116,20,10,24,28,34,21,10,244,56,32,29,154
NM_001003682,33,11,33,161,27,12,30,49,46,29,12,323,63,34,41,235
NM_005626,2298,1115,2420,4320,2684,1446,2012,2526,2495,1407,1436,7442,3061,1566,2905,4233
NR_146213,357,179,405,890,447,224,334,591,372,207,191,1530,523,266,510,1066
NM_133177,26,13,41,101,24,9,19,26,24,14,23,137,54,30,41,112
NR_110758,14,9,12,35,2,1,5,13,1,1,3,23,7,1,9,30
NR_110790,1,1,1,14,0,0,0,3,1,0,1,0,0,0,0,6
NM_002379,142,66,127,526,143,79,77,208,149,88,96,942,205,112,199,433
NR_034182,141,69,141,652,183,107,111,239,188,98,105,1256,242,130,249,627
NM_006762,4469,2213,4770,14320,3732,1949,2877,5996,4170,2350,2427,19916,5490,2883,5184,11295
NR_146732,2,1,3,27,3,2,6,6,1,1,0,26,8,3,2,13
NM_014654,35,19,44,124,0,0,0,25,33,16,16,150,63,42,42,108
NM_001020658,5093,2509,5700,10554,6265,3321,4737,6488,4852,2819,2837,17563,7154,3723,6959,10446
NM_024522,24,11,29,116,23,12,15,54,19,11,16,144,54,29,47,71
NM_004814,1004,517,1120,2016,1042,560,776,1049,1015,589,621,3177,1197,614,1126,1878
NM_001282572,946,482,995,2042,993,538,714,893,972,593,623,3579,1314,674,1298,1687
NM_001320996,221,109,203,614,226,121,156,331,212,120,116,1188,358,179,311,791
NM_001199038,146,67,177,658,26,13,17,35,36,20,18,68,85,41,82,266
NM_001199037,146,67,177,658,26,13,17,35,36,20,18,68,85,41,82,266
NR_034112,110,58,102,158,16,9,7,6,16,10,9,17,77,41,71,78
NR_027085,64,33,75,173,10,2,5,15,7,6,3,38,31,12,25,98
NM_001204414,7,4,6,20,6,5,3,4,1,0,0,23,3,3,4,17
NM_001525,229,124,262,529,265,128,169,338,148,77,86,489,262,148,242,614
NM_001359651,431,214,404,851,346,178,301,369,306,171,198,1348,504,237,460,900
NR_033686,449,227,422,885,353,182,310,392,333,186,211,1409,520,246,489,966
NM_001856,261,140,274,723,111,57,71,83,115,76,52,339,182,91,145,281
NM_001364857,31,16,35,114,71,32,58,61,26,15,14,124,148,76,118,133
NM_001294336,31,16,36,115,71,32,58,63,26,15,14,124,151,77,120,133
NM_001281987,4,2,3,24,7,4,7,13,4,4,0,28,15,9,13,13
NM_001195100,1583,799,1823,3725,3208,1706,2400,3773,1856,1052,1106,9113,2789,1458,2747,4031
NR_073498,1235,633,1334,2279,1559,822,1195,1558,1177,685,700,4004,1630,893,1626,2179
NM_001319677,429,221,479,909,424,235,331,618,378,219,224,1919,616,308,605,947
NM_018056,379,198,422,830,368,202,291,528,319,178,184,1735,511,246,499,830
NM_012316,1271,624,1365,2424,1481,772,1043,1445,1132,648,572,3989,1638,855,1556,2370
NM_175852,1166,558,1323,2374,1306,678,904,1350,1187,674,637,3439,1506,810,1385,2611
NM_024296,172,86,175,452,184,88,149,208,186,117,124,638,233,121,252,472
NM_001301011,166,83,167,432,175,84,142,189,170,104,111,601,222,114,242,440
NM_001160042,119,61,137,299,199,111,123,216,99,54,53,554,161,78,148,449
NM_001099434,130,73,150,483,174,84,142,226,133,88,87,598,208,105,193,487
NR_133635,107,65,115,248,96,53,86,93,85,57,63,502,142,76,117,275
NM_001366191,87,54,78,181,46,25,52,64,51,39,40,360,87,42,75,177
NM_003757,379,189,396,704,364,182,284,407,321,180,205,1367,529,281,458,763
NR_026850,308,153,357,518,341,172,234,368,315,187,197,760,369,194,379,392
NM_005356,894,442,1032,2328,835,421,598,1186,1200,681,705,3952,971,535,895,1720
NM_001042771,191,102,258,573,197,102,138,282,257,131,169,882,216,117,199,400
NM_004964,1646,798,1818,4159,2165,1111,1647,2139,1599,897,932,6328,2167,1121,2083,3475
NM_001143888,1094,537,1168,2367,973,508,676,1146,926,530,588,4026,1328,690,1306,2316
NM_001145720,10,4,9,63,15,6,6,20,7,4,4,119,14,10,34,45
NM_001291496,150,69,156,485,332,180,246,379,271,162,171,1219,293,157,248,734
NR_158780,1072,535,1123,2467,1163,598,986,1219,1004,550,599,4175,1518,798,1531,2086
NM_001135255,1653,845,1692,3169,1894,965,1481,2080,1784,1030,1044,6169,2063,1068,1916,2999
NM_030786,556,291,640,1446,789,418,577,1010,638,374,388,2548,876,460,763,1589
NM_020888,529,247,556,1448,533,283,371,826,451,246,242,2233,612,309,600,1731
NM_003680,2080,1062,2227,3870,1812,958,1336,1999,1832,1052,1063,7302,2296,1212,2211,3859
NM_001256121,1711,868,1937,3439,1828,938,1401,1827,1834,1052,1043,5653,2092,1130,2030,3176
NM_022753,1692,862,1910,3335,1798,925,1383,1778,1792,1018,1021,5572,2066,1118,1998,3040
NM_001171941,265,137,263,792,345,184,244,424,263,167,165,936,314,160,314,1044
NM_002143,7,4,7,26,14,6,4,9,5,3,1,43,7,3,16,42
NM_001329723,6,3,10,7,3,0,1,8,0,0,3,9,2,1,1,21
NM_001127361,410,206,491,1038,818,423,562,1046,395,237,223,1876,707,371,745,1282
NM_013411,1323,673,1390,2665,1419,752,1076,1479,1486,849,852,4630,1761,915,1695,2742
NM_001319140,1108,571,1180,2348,1222,642,936,1264,1270,724,719,4039,1489,780,1411,2416
NM_001293562,60,28,64,166,84,46,70,76,74,36,37,304,117,57,127,218
NM_001301826,19,8,6,42,51,26,44,23,17,11,8,88,33,14,27,45
NM_018207,312,166,312,795,282,130,198,416,402,229,250,1356,543,300,489,1177
NM_001330483,271,142,272,728,231,101,165,371,372,212,226,1201,486,275,449,1091
NM_152493,436,222,469,899,681,349,507,862,482,273,284,1977,489,250,452,1301
NM_001080438,65,33,57,85,77,39,68,92,37,12,29,169,48,22,38,137
NM_001330488,507,258,510,1441,775,421,566,1087,509,292,267,2758,974,492,886,1761
NM_004427,423,212,424,1184,662,356,479,905,425,246,237,2262,694,341,639,1299
NR_125978,32,19,36,75,36,24,29,41,39,22,15,139,89,51,80,124
NM_145238,215,105,223,560,225,114,175,312,241,129,127,767,339,183,281,537
NM_052896,110,60,133,624,109,54,91,148,89,54,56,497,148,75,181,315
NM_145205,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3
NR_038372,1,1,1,5,0,0,0,1,0,0,0,4,0,0,0,0
NM_032884,2,2,3,24,8,4,9,7,0,0,0,27,3,1,2,20
NM_005268,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,2
NM_024009,8,2,3,13,2,2,1,2,2,1,2,8,5,3,2,8
NM_138428,311,156,367,780,262,138,165,358,283,156,186,1209,346,175,367,714
NM_001080418,89,49,69,281,102,59,78,149,57,33,36,259,99,46,104,247
NR_037869,31,11,41,96,31,16,26,63,24,14,17,87,52,28,58,181
NM_001195156,98,55,119,168,84,44,57,72,78,39,41,338,118,58,109,211
NM_007167,717,362,856,1637,720,386,597,735,717,414,423,2497,978,499,1004,1304
NM_001289088,96,45,111,345,125,57,89,179,116,72,63,803,202,93,213,371
NR_136702,4285,2192,4826,7691,5556,2856,4247,4476,4438,2550,2648,14734,5297,2770,4921,7267
NM_001350138,2700,1344,2923,4942,3109,1689,2397,3105,2769,1629,1574,8896,3429,1803,3270,4378
NR_046659,152,72,177,203,152,78,110,155,166,104,81,442,209,105,205,222
NM_024874,2639,1322,2804,5008,2730,1404,1945,2765,2514,1444,1543,8155,3709,1884,3478,4648
NM_001014841,147,72,150,474,124,67,104,197,121,57,80,644,194,103,209,469
NM_178548,169,89,210,436,154,88,121,200,124,78,69,480,279,155,224,438
NM_001199779,899,447,1047,2133,917,471,684,1162,937,519,537,3282,1266,638,1168,1610
NM_001348691,44,15,53,74,48,22,31,30,45,30,16,117,35,18,38,76
NM_152374,80,34,96,132,86,39,58,67,72,49,26,195,77,43,68,121
NM_001330490,391,195,442,654,383,200,279,432,409,231,262,779,432,226,381,783
NR_146062,461,249,450,1018,453,230,323,618,615,367,339,1930,450,229,390,954
NM_001317123,744,373,808,1589,743,356,519,859,786,472,487,2996,1064,580,1034,1559
NM_012199,997,499,1105,1990,1040,516,714,1086,1030,608,634,3986,1403,751,1361,2088
NM_177422,2039,1039,2343,4399,1642,878,1263,2149,2213,1258,1266,7896,2254,1164,2186,3134
NM_014466,8,3,21,28,4,3,6,8,9,6,10,43,5,3,3,16
NM_017825,180,94,198,574,201,98,123,225,241,155,123,1395,283,139,272,653
NM_005202,128,62,132,456,196,100,149,222,140,85,72,505,295,146,266,655
NM_001270895,318,142,331,812,338,185,284,417,388,206,203,1507,427,216,399,834
NM_001270896,147,75,158,418,140,71,133,148,206,110,105,849,174,91,171,333
NM_018067,760,398,846,1511,985,538,675,1180,603,349,329,2438,982,532,983,2123
NM_001321471,2923,1474,3170,5791,3244,1696,2371,3347,2903,1657,1701,9911,3881,2023,3787,5553
NM_001162530,326,164,378,1370,504,260,361,700,483,264,238,2100,817,414,788,1478
NM_001282546,1137,553,1199,2603,1206,636,897,1497,1078,616,609,3557,1391,721,1440,2878
NM_032881,33,16,37,131,56,29,45,60,46,24,21,291,27,13,29,169
NM_001330493,78,34,89,250,126,55,98,139,276,152,117,1187,118,70,115,650
NM_206837,54,24,56,164,83,37,62,98,186,109,80,851,88,52,88,412
NM_031280,149,81,132,377,207,104,139,184,119,56,83,581,176,92,175,334
NM_156039,25,13,32,110,25,9,17,30,20,12,10,63,16,13,21,43
NM_000831,41,24,41,185,35,16,23,31,21,10,8,124,26,15,24,81
NR_038842,73,40,75,179,94,53,63,77,86,62,53,315,115,55,106,166
NM_025079,863,426,849,3195,926,484,670,1589,762,436,443,4766,1383,727,1322,3665
NM_022756,297,155,283,631,289,150,226,332,357,208,201,1388,346,174,333,529
NM_024700,549,274,609,1272,680,374,483,661,564,342,339,2615,759,406,703,948
NM_003462,218,111,233,468,156,88,140,314,207,110,92,742,226,113,195,557
NM_001323623,734,337,837,1325,617,332,507,803,738,397,411,2413,938,485,903,1164
NM_013285,731,337,833,1319,617,332,506,798,738,397,411,2413,938,485,903,1163
NM_001242909,4,3,4,10,1,0,3,8,7,3,0,28,6,5,8,22
NM_001350762,198,98,224,494,165,91,139,237,212,108,133,880,235,113,234,463
NM_018101,304,145,350,707,353,179,210,301,344,187,162,1072,411,226,391,755
NM_001099439,16,8,24,72,6,4,7,15,28,15,13,56,26,12,14,80
NM_173641,0,0,0,4,1,1,0,2,0,0,0,4,0,0,0,8
NM_001113482,203,101,188,430,268,138,176,286,173,91,104,688,233,142,186,586
NM_024640,190,84,179,373,197,99,158,179,194,95,127,1001,183,99,163,362
NM_005955,827,403,913,1702,924,490,695,1157,862,496,503,2642,1031,525,1007,1897
NM_001365824,2204,1068,2471,4832,2552,1350,1984,2474,2460,1408,1467,8792,2975,1500,2901,4788
NM_001320830,763,387,909,1507,725,388,599,862,679,389,443,2747,818,429,809,1394
NM_004468,112,55,94,315,135,82,96,144,53,24,31,308,208,110,207,358
NM_016037,147,79,148,290,181,99,135,153,156,94,108,757,200,102,163,250
NR_038928,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271851,279,135,283,884,409,201,281,448,367,197,183,1856,478,224,451,689
NR_037633,317,168,324,970,383,204,268,442,347,198,179,1293,386,204,362,843
NM_012333,155,76,170,355,171,86,137,164,185,119,103,754,183,95,176,256
NM_030772,44,23,43,86,43,24,23,44,35,18,16,81,18,10,24,81
NM_017821,143,79,160,287,153,88,120,154,84,42,46,388,161,80,165,307
NM_001136275,783,385,883,1256,986,528,785,858,633,357,357,2147,934,482,909,1223
NM_024595,780,385,879,1250,986,528,785,855,629,355,356,2147,933,482,905,1215
NM_001184979,81,48,97,223,237,138,152,264,108,64,58,801,181,79,175,271
NM_004552,81,48,97,223,235,136,149,264,108,64,58,797,176,77,169,271
NM_012090,7435,3751,7853,12832,8281,4365,6183,9637,7364,4321,4146,18815,12449,6579,11954,15570
NM_015038,109,55,135,330,162,80,114,194,108,60,70,339,284,148,309,327
NM_181809,383,195,421,972,265,146,192,284,250,142,126,1240,443,229,425,1004
NR_144355,573,272,546,1093,357,184,246,332,406,215,227,1638,662,327,686,885
NM_001135653,1102,535,1179,2098,1103,547,793,936,1270,707,782,4996,1308,683,1254,2327
NR_125979,557,279,558,898,583,290,405,374,621,347,397,2084,559,273,528,1025
NM_014571,11,7,5,34,9,4,12,17,4,2,1,29,22,9,27,26
NM_032526,10,3,18,56,5,3,12,11,11,4,8,90,31,17,33,75
NM_001282396,2,2,5,26,5,1,3,11,9,4,4,40,0,0,3,7
NR_036543,350,171,337,756,288,159,230,391,317,187,204,1369,426,220,406,755
NM_001720,496,244,509,1151,317,185,235,386,327,196,192,1386,380,185,375,1218
NM_017646,1138,573,1250,2258,1293,662,956,1403,1168,643,626,4004,1281,649,1349,2077
NR_132405,1041,531,1142,2055,1199,621,892,1292,1087,597,582,3733,1174,595,1260,1877
NM_001033082,30,21,31,136,66,28,41,80,29,17,24,200,49,19,49,88
NM_001287808,674,328,667,1542,737,370,538,722,532,307,291,1493,929,449,872,1280
NM_001349821,674,328,667,1532,735,370,535,718,531,307,290,1491,923,447,869,1279
NM_001350480,1870,943,2058,3559,2192,1150,1659,2434,1807,1068,1066,5690,2251,1154,2182,3984
NM_001350477,1809,918,1997,3298,2134,1122,1609,2293,1733,1025,1028,5304,2153,1106,2078,3507
NM_001142604,1061,544,1112,2008,1133,576,801,1295,874,493,497,2751,1074,566,967,2366
NM_000310,872,438,899,1709,967,496,683,1119,741,412,422,2390,915,479,810,1997
NM_012421,2758,1387,2979,7469,3422,1784,2738,3694,3091,1813,1687,13743,4885,2644,4554,6602
NM_001008740,7,3,6,12,4,1,4,6,0,0,0,23,5,3,6,14
NM_005857,530,278,605,975,607,317,434,631,559,326,333,1613,608,343,598,842
NM_001852,354,173,360,880,435,240,291,533,408,238,198,1474,449,238,429,1362
NM_022733,4721,2381,5176,9844,4885,2620,3787,5828,6082,3527,3494,21422,6506,3467,6267,10593
NM_001198978,4547,2293,4972,9620,4703,2518,3618,5625,5884,3402,3353,20688,6200,3310,5968,10293
NM_001369565,128,65,153,331,211,124,186,248,209,112,122,805,128,70,112,208
NM_001320178,282,133,325,636,242,129,170,267,261,169,154,955,269,124,284,271
NM_001346948,74,32,87,223,95,57,81,94,81,50,43,435,61,36,55,197
NM_152373,127,62,122,230,83,39,72,137,119,66,76,387,98,57,105,243
NM_014747,41,19,54,136,22,11,10,53,18,8,9,70,51,29,31,48
NR_024567,196,101,227,364,134,62,110,170,172,97,111,796,179,96,182,243
NM_014223,1729,881,1961,4542,2116,1107,1583,2631,1807,1069,1094,7080,2524,1317,2417,4615
NM_001308114,576,292,627,1710,709,376,516,1028,585,359,358,2451,968,486,894,1863
NM_172163,151,78,132,317,256,145,188,343,194,118,101,663,248,128,263,509
NR_125440,737,376,845,1041,914,484,723,918,627,374,355,1780,783,416,761,1613
NR_037868,1029,537,1095,2172,1440,760,1137,1689,996,602,528,3044,1356,702,1336,3361
